
OSPF Process 1 with Router ID 2.1.5.1
Link State Database

Area: 0.0.0.2
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    2.1.1.1         2.1.1.1         1658     84 80000011            1
 Router    2.1.1.2         2.1.1.2         1626     84 80000011            1
 Router    2.1.2.1         2.1.2.1         1474     60 8000000f            1
 Router    2.1.2.2         2.1.2.2           35     60 80000010            1
 Router    2.1.5.1         2.1.5.1         1734     84 80000011            1
 Router    2.1.5.2         2.1.5.2         1347     60 8000000f            1
 Network   182.158.1.2     2.1.5.1         1246     32 8000000d            0
 Network   182.158.1.5     2.1.1.1           42     32 8000000e            0
 Network   182.158.1.10    2.1.5.1         1815     32 8000000d            0
 Network   182.158.1.13    2.1.1.2           69     32 8000000e            0
 Network   182.158.2.1     2.1.1.1         1633     32 8000000d            0
 Network   182.158.2.5     2.1.1.1           25     32 8000000e            0
 Network   182.158.2.9     2.1.1.2         1809     32 8000000d            0
 Network   182.158.2.13    2.1.1.2         1597     32 8000000d            0
