CPU utilization statistics at 2026-06-04 08:35:41 298 ms
System CPU Using Percentage :  11%
CPU utilization for five seconds: 11%, one minute: 11%, five minutes: 11%.
Max CPU Usage :                14%
Max CPU Usage Stat. Time : 2026-06-04 08:30:37 759 ms
State: Non-overload
Overload threshold:  90%, Overload clear threshold:  75%, Duration:  480s
---------------------------
ServiceName  UseRate
---------------------------
SYSTEM           11%
AAA               0%
ARP               0%
CMF               0%
DEVICE            0%
EUM               0%
FEA               0%
FEC               0%
FIBRESM           0%
IFM               0%
IP STACK          0%
L2VPN             0%
LDP               0%
LOCAL PKT         0%
MSTP              0%
ND                0%
OAM               0%
OSPF              0%
PNP               0%
RGM               0%
RM                0%
SLA               0%
SMLK              0%
SVRO              0%
TNLM              0%
TUNNEL            0%
VLAN              0%
---------------------------
CPU Usage Details
----------------------------------------------------------------
CPU     Current  FiveSec   OneMin  FiveMin  Max MaxTime         
----------------------------------------------------------------
cpu0        88%      88%      88%      82%  90% 2026-06-04 08:34:37
cpu1        28%      28%      27%      25%  38% 2026-06-04 06:19:27
cpu2         4%       4%       4%       4%  96% 2026-06-04 05:51:07
cpu3         4%       4%       3%       4%  97% 2026-06-04 03:12:17
cpu4         4%       4%       3%       4%  96% 2026-06-04 02:05:16
cpu5         4%       4%       3%       4%  96% 2026-06-04 05:37:17
cpu6         3%       3%       3%       4%  96% 2026-06-04 06:40:07
cpu7         3%       3%       4%       4%  96% 2026-06-04 02:23:07
cpu8         3%       3%       4%       4%  99% 2026-06-04 03:53:07
cpu9         3%       3%       4%       4%  97% 2026-06-04 03:25:57
cpu10        3%       3%       3%       4%  97% 2026-06-04 02:44:17
cpu11        3%       3%       4%       4%  95% 2026-06-04 02:08:17
cpu12        3%       3%       4%       9%  32% 2026-06-04 08:32:37
cpu13        3%       3%       3%       5%  96% 2026-06-04 04:48:27
cpu14        4%       4%       4%       4%  27% 2026-06-04 07:42:57
cpu15       99%      99%      99%      99%  99% 2026-06-04 02:11:17
cpu16        4%       4%       5%       4%  45% 2026-06-04 05:09:17
cpu17        3%       3%       6%       5%  95% 2026-06-04 05:10:47
cpu18        3%       3%       3%      11%  59% 2026-06-04 08:30:47
cpu19        4%       4%       4%       4%  96% 2026-06-04 03:55:27
cpu20        5%       5%       6%      10%  37% 2026-06-04 06:07:47
cpu21        6%       6%       6%       7%  99% 2026-06-04 02:05:16
cpu22        8%       8%      42%      15%  99% 2026-06-04 04:33:27
cpu23       71%      71%      46%      24%  99% 2026-06-04 02:33:47
cpu24        7%       7%       8%      16%  99% 2026-06-04 02:35:27
cpu25        7%       7%       7%       6%  99% 2026-06-04 03:41:17
cpu26        8%       8%      11%       9%  99% 2026-06-04 02:38:47
cpu27        7%       7%      16%      10%  99% 2026-06-04 02:23:07
cpu28        8%       8%       8%       6%  99% 2026-06-04 06:12:17
cpu29        8%       8%      10%      42%  99% 2026-06-04 03:00:37
cpu30        7%       7%       7%       5%  99% 2026-06-04 03:01:37
cpu31        7%       7%       7%       6%  99% 2026-06-04 06:24:07
cpu32        7%       7%       7%      10%  99% 2026-06-04 04:24:07
cpu33        7%       7%      19%      21%  99% 2026-06-04 03:03:07
cpu34        7%       7%       7%       7%  99% 2026-06-04 03:44:27
cpu35        8%       8%       6%       4%  99% 2026-06-04 06:31:57
cpu36        1%       1%       3%      11%  99% 2026-06-04 03:26:47
cpu37       13%      13%      41%      15%  99% 2026-06-04 06:08:17
cpu38       12%      12%      11%      14%  99% 2026-06-04 03:06:27
cpu39       10%      10%       8%       7%  99% 2026-06-04 06:28:37
