
OSPF Process 1 with Router ID 1.1.2.1
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    1.1.1.1         1.1.1.1         1609     84 80000011            1
 Router    1.1.1.2         1.1.1.2           57     84 80000012            1
 Router    1.1.2.1         1.1.2.1           10     60 80000010            1
 Router    1.1.2.2         1.1.2.2           22     60 80000010            1
 Router    1.1.5.1         1.1.5.1         1692     60 8000000f            1
 Router    1.1.5.2         1.1.5.2            7     60 80000010            1
 Network   192.168.1.2     1.1.5.1            9     32 8000000e            0
 Network   192.168.1.5     1.1.1.1         1541     32 8000000d            0
 Network   192.168.1.10    1.1.5.1         1622     32 8000000d            0
 Network   192.168.1.13    1.1.1.2         1729     32 8000000d            0
 Network   192.168.2.1     1.1.1.1           95     32 8000000e            0
 Network   192.168.2.6     1.1.2.2          227     32 8000000e            0
 Network   192.168.2.9     1.1.1.2          134     32 8000000e            0
 Network   192.168.2.14    1.1.2.2         1653     32 8000000d            0
