
OSPF Process 1 with Router ID 10.1.254.2
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1      1606     72 80000030            1
 Router    10.1.254.2      10.1.254.2      1526     72 80000030            1
 Router    10.1.254.3      10.1.254.3      1568     96 80000037            1
 Router    10.1.254.4      10.1.254.4      1569     96 80000036        65500
 Router    10.1.254.6      10.1.254.6       442     84 8000002c            1
 Sum-Net   10.1.10.0       10.1.254.1      1379     28 8000002e            1
 Sum-Net   10.1.10.0       10.1.254.2      1331     28 8000002e            1
 Sum-Net   10.1.10.254     10.1.254.1      1578     28 8000002f            2
 Sum-Net   10.1.10.254     10.1.254.2      1512     28 8000002f            1
 Sum-Net   10.1.20.0       10.1.254.1      1513     28 8000002e            1
 Sum-Net   10.1.20.0       10.1.254.2      1300     28 8000002e            1
 Sum-Net   10.1.20.254     10.1.254.1      1640     28 8000002e            2
 Sum-Net   10.1.20.254     10.1.254.2      1490     28 8000002f            1
 Sum-Net   10.1.30.0       10.1.254.1      1537     28 8000002e            1
 Sum-Net   10.1.30.0       10.1.254.2      1532     28 8000002e            1
 Sum-Net   10.1.30.254     10.1.254.1      1058     28 8000002f            1
 Sum-Net   10.1.30.254     10.1.254.2      1063     28 8000002e            2
 Sum-Net   10.1.40.0       10.1.254.1      1557     28 8000002e            1
 Sum-Net   10.1.40.0       10.1.254.2      1360     28 8000002e            1
 Sum-Net   10.1.40.254     10.1.254.1      1154     28 8000002e            1
 Sum-Net   10.1.40.254     10.1.254.2      1136     28 8000002f            2
 Sum-Net   10.1.50.0       10.1.254.3      1568     28 8000002f            2
 Sum-Net   10.1.50.0       10.1.254.4      1569     28 8000002f        65501
 Sum-Net   10.1.60.0       10.1.254.3      1568     28 8000002f            2
 Sum-Net   10.1.60.0       10.1.254.4      1569     28 8000002f        65501
 Sum-Net   10.1.110.0      10.1.254.1      1196     28 8000002e            1
 Sum-Net   10.1.110.0      10.1.254.2       153     28 8000002f            1
 Sum-Net   10.1.110.254    10.1.254.1      1559     28 8000002e            2
 Sum-Net   10.1.110.254    10.1.254.2      1646     28 8000002f            1
 Sum-Net   10.1.120.0      10.1.254.1      1446     28 8000002e            1
 Sum-Net   10.1.120.0      10.1.254.2      1664     28 8000002e            1
 Sum-Net   10.1.120.254    10.1.254.1      1713     28 8000002f            2
 Sum-Net   10.1.120.254    10.1.254.2      1590     28 8000002f            1
 Sum-Net   10.1.200.24     10.1.254.3      1568     28 80000030            1
 Sum-Net   10.1.200.24     10.1.254.4      1569     28 8000002f        65501
 Sum-Net   10.1.200.28     10.1.254.3      1568     28 8000002f            2
 Sum-Net   10.1.200.28     10.1.254.4      1569     28 8000002f        65500

Area: 0.0.0.1
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1      1011     96 80000037            1
 Router    10.1.254.2      10.1.254.2      1103     96 8000003a            1
 Network   10.1.10.252     10.1.254.2      1462     32 8000002e            0
 Network   10.1.20.252     10.1.254.2      1446     32 8000002e            0
 Network   10.1.30.252     10.1.254.2      1203     32 8000002e            0
 Network   10.1.40.252     10.1.254.2      1069     32 8000002e            0
 Sum-Net   10.1.50.0       10.1.254.1      1205     28 8000002f            3
 Sum-Net   10.1.50.0       10.1.254.2      1665     28 8000002f            3
 Sum-Net   10.1.60.0       10.1.254.1      1422     28 8000002f            3
 Sum-Net   10.1.60.0       10.1.254.2      1263     28 8000002f            3
 Sum-Net   10.1.110.0      10.1.254.1      1526     28 8000002e            1
 Sum-Net   10.1.110.0      10.1.254.2      1777     28 8000002e            1
 Sum-Net   10.1.110.254    10.1.254.1      1500     28 8000002f            2
 Sum-Net   10.1.110.254    10.1.254.2      1460     28 8000002e            1
 Sum-Net   10.1.120.0      10.1.254.1      1639     28 8000002e            1
 Sum-Net   10.1.120.0      10.1.254.2      1360     28 8000002e            1
 Sum-Net   10.1.120.254    10.1.254.1      1626     28 8000002f            2
 Sum-Net   10.1.120.254    10.1.254.2      1547     28 8000002f            1
 Sum-Net   10.1.200.0      10.1.254.1      1778     28 8000002e            1
 Sum-Net   10.1.200.0      10.1.254.2      1437     28 80000032            2
 Sum-Net   10.1.200.4      10.1.254.1      1610     28 8000002e            1
 Sum-Net   10.1.200.4      10.1.254.2      1439     28 80000032            3
 Sum-Net   10.1.200.8      10.1.254.1       896     28 80000032            2
 Sum-Net   10.1.200.8      10.1.254.2      1530     28 8000002e            1
 Sum-Net   10.1.200.12     10.1.254.1      1719     28 80000032            3
 Sum-Net   10.1.200.12     10.1.254.2        99     28 8000002f            1
 Sum-Net   10.1.200.16     10.1.254.1       884     28 80000030            2
 Sum-Net   10.1.200.16     10.1.254.2      1465     28 80000030            2
 Sum-Net   10.1.200.20     10.1.254.1      1086     28 80000030            3
 Sum-Net   10.1.200.20     10.1.254.2      1079     28 80000030            3
 Sum-Net   10.1.200.24     10.1.254.1      1378     28 80000032            2
