
OSPF Process 1 with Router ID 1.1.1.2
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    1.1.1.1         1.1.1.1         1506     84 80000011            1
 Router    1.1.1.2         1.1.1.2         1719     84 80000011            1
 Router    1.1.2.1         1.1.2.1         1783     60 8000000f            1
 Router    1.1.2.2         1.1.2.2         1649     60 8000000f            1
 Router    1.1.5.1         1.1.5.1         1587     60 8000000f            1
 Router    1.1.5.2         1.1.5.2         1640     60 8000000f            1
 Network   192.168.1.2     1.1.5.1         1624     32 8000000d            0
 Network   192.168.1.5     1.1.1.1         1438     32 8000000d            0
 Network   192.168.1.10    1.1.5.1         1517     32 8000000d            0
 Network   192.168.1.13    1.1.1.2         1624     32 8000000d            0
 Network   192.168.2.1     1.1.1.1         1707     32 8000000d            0
 Network   192.168.2.6     1.1.2.2          122     32 8000000e            0
 Network   192.168.2.9     1.1.1.2           29     32 8000000e            0
 Network   192.168.2.14    1.1.2.2         1548     32 8000000d            0
