2026-06-16 06:32:42.320

	 OSPF Process 1 with Router ID 10.1.254.3
		 Link State Database

		         Area: 0.0.0.0
 Type      LinkState ID    AdvRouter          Age  Len   Sequence   Metric
 Router    10.1.254.3      10.1.254.3         111  96    80001136       1
 Router    10.1.254.2      10.1.254.2        1789  72    80000766       1
 Router    10.1.254.1      10.1.254.1           7  60    8000073D     100
 Router    10.1.254.6      10.1.254.6         706  84    800000DB       1
 Router    10.1.254.4      10.1.254.4          22  84    80001386    65500
 Sum-Net   10.1.200.28     10.1.254.3         111  28    80000593       2
 Sum-Net   10.1.200.28     10.1.254.4         114  28    800005AC    65500
 Sum-Net   10.1.200.24     10.1.254.3         111  28    800005A5       1
 Sum-Net   10.1.200.24     10.1.254.4         114  28    80000592    65501
 Sum-Net   10.1.10.0       10.1.254.1        1083  28    800000F3       1
 Sum-Net   10.1.10.0       10.1.254.2        1644  28    800000F3       1
 Sum-Net   10.1.10.254     10.1.254.1         232  28    800000F3       1
 Sum-Net   10.1.10.254     10.1.254.2           3  28    800022AB       1
 Sum-Net   10.1.20.0       10.1.254.1        1374  28    800000F3       1
 Sum-Net   10.1.20.0       10.1.254.2         158  28    800000F3       1
 Sum-Net   10.1.20.254     10.1.254.1        1294  28    800000F3       1
 Sum-Net   10.1.20.254     10.1.254.2          12  28    80001081       2
 Sum-Net   10.1.60.0       10.1.254.3         111  28    80000593       2
 Sum-Net   10.1.60.0       10.1.254.4         114  28    80000591    65501
 Sum-Net   10.1.110.0      10.1.254.1         660  28    800000F3       1
 Sum-Net   10.1.110.0      10.1.254.2        1507  28    800000F4       1
 Sum-Net   10.1.110.254    10.1.254.1          90  28    800000F4       1
 Sum-Net   10.1.110.254    10.1.254.2        1728  28    800000F3       2
 Sum-Net   10.1.120.0      10.1.254.1         132  28    800000F4       1
 Sum-Net   10.1.120.0      10.1.254.2         830  28    800000F3       1
 Sum-Net   10.1.120.254    10.1.254.1        1124  28    800000F4       1
 Sum-Net   10.1.120.254    10.1.254.2         417  28    800000F5       2
 Sum-Net   10.1.30.0       10.1.254.1        1064  28    800000F4       1
 Sum-Net   10.1.30.0       10.1.254.2        1545  28    800000F3       1
 Sum-Net   10.1.30.254     10.1.254.1          52  28    80001AEA       2
 Sum-Net   10.1.30.254     10.1.254.2         980  28    800000F3       1
 Sum-Net   10.1.50.0       10.1.254.3         111  28    80000593       2
 Sum-Net   10.1.50.0       10.1.254.4         114  28    80000591    65501
 Sum-Net   10.1.40.0       10.1.254.1        1095  28    800000F3       1
 Sum-Net   10.1.40.0       10.1.254.2         159  28    800000F4       1
 Sum-Net   10.1.40.254     10.1.254.1          18  28    80001AB4       2
