
OSPF Process 1 with Router ID 2.1.2.1
Link State Database

Area: 0.0.0.2
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    2.1.1.1         2.1.1.1         1764     84 80000011            1
 Router    2.1.1.2         2.1.1.2         1732     84 80000011            1
 Router    2.1.2.1         2.1.2.1         1578     60 8000000f            1
 Router    2.1.2.2         2.1.2.2          142     60 80000010            1
 Router    2.1.5.1         2.1.5.1           71     84 80000012            1
 Router    2.1.5.2         2.1.5.2         1453     60 8000000f            1
 Network   182.158.1.2     2.1.5.1         1354     32 8000000d            0
 Network   182.158.1.5     2.1.1.1          149     32 8000000e            0
 Network   182.158.1.10    2.1.5.1           92     32 8000000e            0
 Network   182.158.1.13    2.1.1.2          175     32 8000000e            0
 Network   182.158.2.1     2.1.1.1         1739     32 8000000d            0
 Network   182.158.2.5     2.1.1.1          132     32 8000000e            0
 Network   182.158.2.9     2.1.1.2           50     32 8000000e            0
 Network   182.158.2.13    2.1.1.2         1703     32 8000000d            0
