2026-06-16 06:33:23.600

	 OSPF Process 1 with Router ID 10.1.254.4
		 Link State Database

		         Area: 0.0.0.0
 Type      LinkState ID    AdvRouter          Age  Len   Sequence   Metric
 Router    10.1.254.3      10.1.254.3           6  72    8000113C    65500
 Router    10.1.254.2      10.1.254.2          22  60    80000768       1
 Router    10.1.254.1      10.1.254.1          22  72    8000073E     100
 Router    10.1.254.6      10.1.254.6         743  84    800000DB       1
 Router    10.1.254.4      10.1.254.4          22  96    80001388       1
 Sum-Net   10.1.200.28     10.1.254.4          22  28    800005AD       1
 Sum-Net   10.1.200.28     10.1.254.3          24  28    80000594    65501
 Sum-Net   10.1.200.24     10.1.254.3          24  28    800005A6    65500
 Sum-Net   10.1.200.24     10.1.254.4          22  28    80000593       2
 Sum-Net   10.1.10.0       10.1.254.1        1120  28    800000F3       1
 Sum-Net   10.1.10.0       10.1.254.2        1682  28    800000F3       1
 Sum-Net   10.1.10.254     10.1.254.1         269  28    800000F3       1
 Sum-Net   10.1.10.254     10.1.254.2          13  28    800022AE       2
 Sum-Net   10.1.20.0       10.1.254.1        1411  28    800000F3       1
 Sum-Net   10.1.20.0       10.1.254.2         195  28    800000F3       1
 Sum-Net   10.1.20.254     10.1.254.1        1331  28    800000F3       1
 Sum-Net   10.1.20.254     10.1.254.2          49  28    80001081       2
 Sum-Net   10.1.60.0       10.1.254.3          24  28    80000594    65501
 Sum-Net   10.1.60.0       10.1.254.4          22  28    80000592       2
 Sum-Net   10.1.110.0      10.1.254.1         697  28    800000F3       1
 Sum-Net   10.1.110.0      10.1.254.2        1545  28    800000F4       1
 Sum-Net   10.1.110.254    10.1.254.1         127  28    800000F4       1
 Sum-Net   10.1.110.254    10.1.254.2        1766  28    800000F3       2
 Sum-Net   10.1.120.0      10.1.254.1         169  28    800000F4       1
 Sum-Net   10.1.120.0      10.1.254.2         867  28    800000F3       1
 Sum-Net   10.1.120.254    10.1.254.1        1161  28    800000F4       1
 Sum-Net   10.1.120.254    10.1.254.2         454  28    800000F5       2
 Sum-Net   10.1.30.0       10.1.254.1        1101  28    800000F4       1
 Sum-Net   10.1.30.0       10.1.254.2        1583  28    800000F3       1
 Sum-Net   10.1.30.254     10.1.254.1           5  28    80001AF0       2
 Sum-Net   10.1.30.254     10.1.254.2        1017  28    800000F3       1
 Sum-Net   10.1.50.0       10.1.254.3          24  28    80000594    65501
 Sum-Net   10.1.50.0       10.1.254.4          22  28    80000592       2
 Sum-Net   10.1.40.0       10.1.254.1        1132  28    800000F3       1
 Sum-Net   10.1.40.0       10.1.254.2         196  28    800000F4       1
 Sum-Net   10.1.40.254     10.1.254.1          11  28    80001AB8       2
 Sum-Net   10.1.40.254     10.1.254.2          34  28    800000F3       1

		         Area: 0.0.0.3
 Type      LinkState ID    AdvRouter          Age  Len   Sequence   Metric
 Router    10.1.254.3      10.1.254.3          24  48    800005AA    65500
 Router    10.1.254.5      10.1.254.5          43  96    80000102       1
 Router    10.1.254.4      10.1.254.4          22  48    800005B1       1
 Sum-Net   10.1.254.6      10.1.254.4          22  28    80000591       2
 Sum-Net   10.1.254.6      10.1.254.3          24  28    80000593    65501
 Sum-Net   10.1.200.12     10.1.254.4          22  28    8000060B       1
 Sum-Net   10.1.200.12     10.1.254.3          19  28    8000028A    65502
 Sum-Net   10.1.200.8      10.1.254.4          22  28    800008D0       2
 Sum-Net   10.1.200.8      10.1.254.3          23  28    80000300    65500
 Sum-Net   10.1.200.4      10.1.254.4          22  28    800007D8       1
 Sum-Net   10.1.200.4      10.1.254.3           7  28    80000823    65502
 Sum-Net   10.1.200.0      10.1.254.4          18  28    8000091B     101
 Sum-Net   10.1.200.0      10.1.254.3           6  28    80000703    65500
 Sum-Net   10.1.200.20     10.1.254.4          22  28    800005AB       1
