
OSPF Process 1 with Router ID 10.1.254.1
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1        71     60 8000066d          100
 Router    10.1.254.2      10.1.254.2        22     60 800006ae            1
 Router    10.1.254.3      10.1.254.3        26     84 80000f74        65500
 Router    10.1.254.4      10.1.254.4        29     84 8000114b            1
 Router    10.1.254.6      10.1.254.6       628     84 800000d6            1
 Sum-Net   10.1.10.0       10.1.254.1      1486     28 800000ed            1
 Sum-Net   10.1.10.0       10.1.254.2       245     28 800000ee            1
 Sum-Net   10.1.10.254     10.1.254.1       648     28 800000ed            1
 Sum-Net   10.1.10.254     10.1.254.2        55     28 80001f38            2
 Sum-Net   10.1.20.0       10.1.254.1      1729     28 800000ed            1
 Sum-Net   10.1.20.0       10.1.254.2       716     28 800000ed            1
 Sum-Net   10.1.20.254     10.1.254.1      1616     28 800000ed            1
 Sum-Net   10.1.20.254     10.1.254.2        19     28 80000f69            2
 Sum-Net   10.1.30.0       10.1.254.1      1397     28 800000ee            1
 Sum-Net   10.1.30.0       10.1.254.2       240     28 800000ee            1
 Sum-Net   10.1.30.254     10.1.254.1        12     28 800016fc            2
 Sum-Net   10.1.30.254     10.1.254.2      1467     28 800000ed            1
 Sum-Net   10.1.40.0       10.1.254.1      1561     28 800000ed            1
 Sum-Net   10.1.40.0       10.1.254.2       553     28 800000ee            1
 Sum-Net   10.1.40.254     10.1.254.1         2     28 8000171b            2
 Sum-Net   10.1.40.254     10.1.254.2       348     28 800000ed            1
 Sum-Net   10.1.50.0       10.1.254.3        28     28 8000050b        65501
 Sum-Net   10.1.50.0       10.1.254.4        29     28 80000509            2
 Sum-Net   10.1.60.0       10.1.254.3        28     28 8000050b        65501
 Sum-Net   10.1.60.0       10.1.254.4        29     28 80000509            2
 Sum-Net   10.1.110.0      10.1.254.1      1221     28 800000ed            1
 Sum-Net   10.1.110.0      10.1.254.2       199     28 800000ef            1
 Sum-Net   10.1.110.254    10.1.254.1       478     28 800000ee            1
 Sum-Net   10.1.110.254    10.1.254.2       362     28 800000ee            2
 Sum-Net   10.1.120.0      10.1.254.1       476     28 800000ee            1
 Sum-Net   10.1.120.0      10.1.254.2      1291     28 800000ed            1
 Sum-Net   10.1.120.254    10.1.254.1      1534     28 800000ee            1
 Sum-Net   10.1.120.254    10.1.254.2       792     28 800000ef            2
 Sum-Net   10.1.200.24     10.1.254.3        28     28 8000051b        65500
 Sum-Net   10.1.200.24     10.1.254.4        29     28 8000050a            2
 Sum-Net   10.1.200.28     10.1.254.3        28     28 8000050b        65501
 Sum-Net   10.1.200.28     10.1.254.4        29     28 80000522            1

Area: 0.0.0.1
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1         5     96 80002aa3            1
 Router    10.1.254.2      10.1.254.2         1     96 80002c1b            1
 Network   10.1.10.252     10.1.254.2      1523     32 800000f2            0
 Network   10.1.20.252     10.1.254.2       125     32 800000f4            0
 Network   10.1.30.252     10.1.254.2      1386     32 800000f6            0
 Network   10.1.40.252     10.1.254.2      1423     32 800000f7            0
 Sum-Net   10.1.50.0       10.1.254.1         6     28 80000061        65601
 Sum-Net   10.1.50.0       10.1.254.2        27     28 800000af        65502
 Sum-Net   10.1.60.0       10.1.254.1         6     28 80000062        65601
 Sum-Net   10.1.60.0       10.1.254.2        27     28 800000b0        65502
 Sum-Net   10.1.110.0      10.1.254.1      1535     28 800000f8            1
 Sum-Net   10.1.110.0      10.1.254.2       107     28 800000f6            1
 Sum-Net   10.1.110.254    10.1.254.1      1455     28 800000f8            1
 Sum-Net   10.1.110.254    10.1.254.2      1193     28 800000f5            2
 Sum-Net   10.1.120.0      10.1.254.1      1120     28 800000f3            1
 Sum-Net   10.1.120.0      10.1.254.2       989     28 800000f7            1
 Sum-Net   10.1.120.254    10.1.254.1      1498     28 800000f3            1
 Sum-Net   10.1.120.254    10.1.254.2       783     28 800000f9            2
 Sum-Net   10.1.200.0      10.1.254.1      1261     28 800000f5          100
 Sum-Net   10.1.200.0      10.1.254.2        27     28 800000de        65503
 Sum-Net   10.1.200.4      10.1.254.1       469     28 800000f9            1
 Sum-Net   10.1.200.4      10.1.254.2        27     28 800000d6        65501
 Sum-Net   10.1.200.8      10.1.254.1         6     28 80000057        65600
 Sum-Net   10.1.200.8      10.1.254.2       784     28 800000f9            1
 Sum-Net   10.1.200.12     10.1.254.1         6     28 80000063        65602
 Sum-Net   10.1.200.12     10.1.254.2       873     28 800000f9            1
 Sum-Net   10.1.200.16     10.1.254.1         6     28 8000004c        65600
 Sum-Net   10.1.200.16     10.1.254.2        27     28 800000b1        65502
 Sum-Net   10.1.200.20     10.1.254.1         6     28 8000004c        65601
 Sum-Net   10.1.200.20     10.1.254.2        27     28 800000b7        65501
 Sum-Net   10.1.200.24     10.1.254.1         6     28 80000063        65600
 Sum-Net   10.1.200.24     10.1.254.2        27     28 800000e4        65502
 Sum-Net   10.1.200.28     10.1.254.1         6     28 80000067        65601
 Sum-Net   10.1.200.28     10.1.254.2        27     28 800000e4        65501
 Sum-Net   10.1.254.6      10.1.254.1         6     28 8000004c        65601
 Sum-Net   10.1.254.6      10.1.254.2        27     28 80000070        65502
 Sum-Asbr  10.1.254.6      10.1.254.1         6     28 8000004c        65600
 Sum-Asbr  10.1.254.6      10.1.254.2        27     28 80000070        65501

Area: 0.0.0.2
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1      1188     72 800000f2            1
 Router    10.1.254.2      10.1.254.2       885     48 800000f5            1
 Network   10.1.110.252    10.1.254.2       240     32 800000ee            0
 Network   10.1.120.252    10.1.254.2      1689     32 800000ed            0
 Sum-Net   10.1.10.0       10.1.254.1        50     28 800000ee            1
 Sum-Net   10.1.10.0       10.1.254.2      1150     28 800000ed            1
 Sum-Net   10.1.10.254     10.1.254.1       161     28 800000ef            1
 Sum-Net   10.1.10.254     10.1.254.2         2     28 80001f3d            1
 Sum-Net   10.1.20.0       10.1.254.1       999     28 800000ed            1
 Sum-Net   10.1.20.0       10.1.254.2       482     28 800000ee            1
 Sum-Net   10.1.20.254     10.1.254.1       671     28 800000ef            1
 Sum-Net   10.1.20.254     10.1.254.2        17     28 80000f6d            2
 Sum-Net   10.1.30.0       10.1.254.1      1821     28 800000ed            1
 Sum-Net   10.1.30.0       10.1.254.2      1732     28 800000ed            1
 Sum-Net   10.1.30.254     10.1.254.1        12     28 800016fb            2
 Sum-Net   10.1.30.254     10.1.254.2       791     28 800000ee            1
 Sum-Net   10.1.40.0       10.1.254.1      1682     28 800000ed            1
 Sum-Net   10.1.40.0       10.1.254.2       593     28 800000ee            1
 Sum-Net   10.1.40.254     10.1.254.1         2     28 8000171a            2
 Sum-Net   10.1.40.254     10.1.254.2       765     28 800000ed            1
 Sum-Net   10.1.50.0       10.1.254.1         6     28 8000000c        65601
 Sum-Net   10.1.50.0       10.1.254.2         6     28 8000003f            5
 Sum-Net   10.1.60.0       10.1.254.1         6     28 8000000c        65601
 Sum-Net   10.1.60.0       10.1.254.2         6     28 80000041            5
 Sum-Net   10.1.200.0      10.1.254.1      1421     28 800000ef          100
 Sum-Net   10.1.200.0      10.1.254.2        27     28 80000048        65503
 Sum-Net   10.1.200.4      10.1.254.1       330     28 800000f3            1
 Sum-Net   10.1.200.4      10.1.254.2         6     28 80000014            2
 Sum-Net   10.1.200.8      10.1.254.1         6     28 8000000a        65600
 Sum-Net   10.1.200.8      10.1.254.2       514     28 800000f2            1
 Sum-Net   10.1.200.12     10.1.254.1         6     28 8000000d        65602
 Sum-Net   10.1.200.12     10.1.254.2      1101     28 800000f2            1
 Sum-Net   10.1.200.16     10.1.254.1         6     28 8000000a        65600
 Sum-Net   10.1.200.16     10.1.254.2         6     28 80000038            3
 Sum-Net   10.1.200.20     10.1.254.1         6     28 8000000a        65601
 Sum-Net   10.1.200.20     10.1.254.2         6     28 80000010            2
 Sum-Net   10.1.200.24     10.1.254.1         6     28 8000000f        65600
 Sum-Net   10.1.200.24     10.1.254.2         6     28 80000050            4
 Sum-Net   10.1.200.28     10.1.254.1         6     28 8000000d        65601
 Sum-Net   10.1.200.28     10.1.254.2         6     28 80000014            5
 Sum-Net   10.1.254.6      10.1.254.1         6     28 8000000a        65601
 Sum-Net   10.1.254.6      10.1.254.2         6     28 80000009            3
 Sum-Asbr  10.1.254.6      10.1.254.1         6     28 8000000a        65600
 Sum-Asbr  10.1.254.6      10.1.254.2         6     28 80000009            2

AS External Database
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 External  0.0.0.0         10.1.254.6      1389     36 800000d3            1
 External  10.2.10.0       10.1.254.6      1389     36 800000d3            1
 External  10.2.20.0       10.1.254.6      1389     36 800000d3            1
 External  10.2.30.0       10.1.254.6      1389     36 800000d3            1
 External  10.3.10.0       10.1.254.6      1389     36 800000d3            1
 External  10.3.20.0       10.1.254.6      1389     36 800000d3            1
 External  10.3.30.0       10.1.254.6      1389     36 800000d3            1
