
OSPF Process 1 with Router ID 2.1.5.2
Link State Database

Area: 0.0.0.2
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    2.1.1.1         2.1.1.1          938     84 8000002e            1
 Router    2.1.1.2         2.1.1.2         1314     84 8000002e            1
 Router    2.1.2.1         2.1.2.1          967     60 8000002c            1
 Router    2.1.2.2         2.1.2.2          914     60 8000002c            1
 Router    2.1.5.1         2.1.5.1          702     84 8000002e            1
 Router    2.1.5.2         2.1.5.2          524     60 8000002c            1
 Network   182.158.1.2     2.1.5.1          668     32 8000002a            0
 Network   182.158.1.6     2.1.5.2          510     32 8000002a            0
 Network   182.158.1.9     2.1.1.2          796     32 8000002a            0
 Network   182.158.1.14    2.1.5.2         1239     32 8000002a            0
 Network   182.158.2.2     2.1.2.1         1306     32 8000002a            0
 Network   182.158.2.6     2.1.2.2          861     32 8000002a            0
 Network   182.158.2.10    2.1.2.1          656     32 8000002a            0
 Network   182.158.2.13    2.1.1.2         1259     32 8000002a            0
