CPU utilization statistics at 2026-06-04 08:36:36 235 ms
System CPU Using Percentage :   9%
CPU utilization for five seconds: 9%, one minute: 9%, five minutes: 10%.
Max CPU Usage :                17%
Max CPU Usage Stat. Time : 2026-06-04 06:11:55 178 ms
State: Non-overload
Overload threshold:  90%, Overload clear threshold:  75%, Duration:  480s
---------------------------
ServiceName  UseRate
---------------------------
SYSTEM            9%
AAA               0%
ARP               0%
CMF               0%
DEVICE            0%
EUM               0%
FEA               0%
FEC               0%
FIBRESM           0%
IFM               0%
IP STACK          0%
L2VPN             0%
LDP               0%
LOCAL PKT         0%
MSTP              0%
ND                0%
OAM               0%
OSPF              0%
PNP               0%
RGM               0%
RM                0%
SLA               0%
SMLK              0%
SVRO              0%
TNLM              0%
TUNNEL            0%
VLAN              0%
---------------------------
CPU Usage Details
----------------------------------------------------------------
CPU     Current  FiveSec   OneMin  FiveMin  Max MaxTime         
----------------------------------------------------------------
cpu0       100%     100%      99%     100%  99% 2026-06-04 06:12:12
cpu1        27%      27%      25%      27%  53% 2026-06-04 08:08:02
cpu2        12%      11%      11%      12%  49% 2026-06-04 02:26:03
cpu3         9%       9%      38%      19%  67% 2026-06-04 08:35:42
cpu4         8%       8%       7%       8%  31% 2026-06-04 08:31:21
cpu5         8%       8%       7%       8%  39% 2026-06-04 06:09:52
cpu6         8%       8%       7%       8%  70% 2026-06-04 08:24:32
cpu7         8%       8%       7%       8%  16% 2026-06-04 06:12:02
cpu8         7%       7%       6%       8%  33% 2026-06-04 08:16:52
cpu9         7%       7%       6%      11%  38% 2026-06-04 06:06:12
cpu10        7%       7%       6%       8%  45% 2026-06-04 08:30:41
cpu11        7%       7%       6%       8%  14% 2026-06-04 02:50:23
cpu12        7%       7%       6%       8%  28% 2026-06-04 08:31:21
cpu13        7%       7%       6%       8%  88% 2026-06-04 02:26:43
cpu14        8%       8%       7%       8%  99% 2026-06-04 02:16:13
cpu15        8%       8%       7%       8%  99% 2026-06-04 05:20:02
cpu16        8%       8%       7%       9%  36% 2026-06-04 08:13:22
cpu17        8%       8%       7%       8%  69% 2026-06-04 06:08:02
cpu18        7%       7%       6%       7%  44% 2026-06-04 08:11:52
cpu19        8%       8%       7%      10%  58% 2026-06-04 06:08:12
cpu20        4%       3%       3%       5%  15% 2026-06-04 06:12:02
cpu21        4%      13%      52%      17%  99% 2026-06-04 02:27:23
cpu22        4%       3%       3%      32%  99% 2026-06-04 02:30:23
cpu23        4%       3%       3%       4%  99% 2026-06-04 03:20:03
cpu24        4%       3%       3%       4%  99% 2026-06-04 02:04:55
cpu25        2%       3%       3%       2%  15% 2026-06-04 06:09:52
cpu26        3%       3%       3%       5%  99% 2026-06-04 02:51:43
cpu27        3%       5%      45%      30%  99% 2026-06-04 03:06:03
cpu28        3%       3%       3%       3%  99% 2026-06-04 04:33:52
cpu29        3%       3%       3%       3%  99% 2026-06-04 04:52:32
cpu30       99%      99%      63%      29%  99% 2026-06-04 03:34:43
cpu31        3%       3%       3%       2%  99% 2026-06-04 03:23:43
cpu32        3%       3%       3%       3%  99% 2026-06-04 03:08:53
cpu33       50%      51%      35%      10%  99% 2026-06-04 02:52:03
cpu34        4%       4%       3%       3%  99% 2026-06-04 04:54:22
cpu35        3%       3%       3%       4%  99% 2026-06-04 02:43:03
cpu36       11%      11%       6%       4%  99% 2026-06-04 02:06:55
cpu37        3%       3%      38%      32%  99% 2026-06-04 02:13:15
cpu38        3%       3%       3%       3%  99% 2026-06-04 02:15:23
cpu39        3%       3%       3%       3%  99% 2026-06-04 06:48:42
cpu40        1%       1%       0%       1%  10% 2026-06-04 02:06:05
cpu41        7%       7%       7%       9%  99% 2026-06-04 02:13:25
cpu42        7%       7%       7%       8%  83% 2026-06-04 08:06:12
cpu43        7%       7%       5%       6%  99% 2026-06-04 05:23:22
cpu44        7%       7%       7%       7%  68% 2026-06-04 08:19:02
cpu45        7%       7%       7%       7%  63% 2026-06-04 02:06:15
cpu46        7%       7%       7%       7%  38% 2026-06-04 06:09:32
cpu47        7%       7%       7%       7%  38% 2026-06-04 06:10:02
cpu48        7%       7%       7%       7%  42% 2026-06-04 08:26:22
cpu49        7%       7%       7%       7%  99% 2026-06-04 02:07:05
cpu50        7%       7%       7%       7%  99% 2026-06-04 02:24:23
cpu51        7%       7%       7%       7%  99% 2026-06-04 05:26:12
cpu52        7%       7%       7%       7%  99% 2026-06-04 02:30:23
cpu53        7%       7%       7%       7%  99% 2026-06-04 02:33:33
cpu54        7%       6%       6%       8%  57% 2026-06-04 06:09:52
cpu55        7%       7%       7%       7%  63% 2026-06-04 08:20:52
cpu56        7%       7%       7%       9%  99% 2026-06-04 02:34:43
cpu57        7%       7%       7%       7%  99% 2026-06-04 02:36:43
cpu58        7%       7%       7%      18%  70% 2026-06-04 08:33:52
cpu59        6%       6%       7%       7%  99% 2026-06-04 02:11:15
cpu60        3%       3%       3%       3%  99% 2026-06-04 02:44:03
cpu61        3%       3%       1%       3%  99% 2026-06-04 02:17:03
cpu62        3%       3%       3%       3%  99% 2026-06-04 02:20:23
cpu63        3%       3%       3%       3%  99% 2026-06-04 03:13:43
cpu64        3%       3%       3%      18%  99% 2026-06-04 03:15:23
cpu65       45%      36%      10%      57%  99% 2026-06-04 02:55:23
cpu66        3%       3%       3%       4%  99% 2026-06-04 02:56:33
cpu67        3%       3%       2%       2%  99% 2026-06-04 03:25:03
cpu68        3%       3%       3%       3%  99% 2026-06-04 03:43:03
cpu69        3%       3%       3%       6%  99% 2026-06-04 03:28:03
cpu70        1%       1%       1%       3%  99% 2026-06-04 02:58:23
cpu71        3%       3%       3%      22%  99% 2026-06-04 02:22:23
cpu72        3%       3%       5%       8%  99% 2026-06-04 03:43:03
cpu73        2%       3%       2%       3%  99% 2026-06-04 02:50:23
cpu74        4%       5%       3%       3%  99% 2026-06-04 02:23:33
cpu75        4%       4%       3%       7%  99% 2026-06-04 02:38:33
cpu76        3%       3%       3%       3%  99% 2026-06-04 03:18:03
cpu77        3%       3%       2%       2%  99% 2026-06-04 03:30:03
cpu78        3%       3%       7%       5%  99% 2026-06-04 03:31:23
cpu79        4%       4%       3%       3%  99% 2026-06-04 03:03:33
----------------------------------------------------------------
