
OSPF Process 1 with Router ID 10.1.254.2
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1       779     60 80000008            1
 Router    10.1.254.2      10.1.254.2      1146     60 80000008            1
 Router    10.1.254.3      10.1.254.3       770     96 8000000c            1
 Router    10.1.254.6      10.1.254.6      1904     60 80000007            1
 Sum-Net   10.1.10.0       10.1.254.1      1276     28 80000006            1
 Sum-Net   10.1.10.0       10.1.254.2      1096     28 80000006            1
 Sum-Net   10.1.10.254     10.1.254.1      1219     28 80000006            1
 Sum-Net   10.1.10.254     10.1.254.2      1201     28 80000006            2
 Sum-Net   10.1.20.0       10.1.254.1      1296     28 80000006            1
 Sum-Net   10.1.20.0       10.1.254.2      1377     28 80000006            1
 Sum-Net   10.1.20.254     10.1.254.1      1164     28 80000006            1
 Sum-Net   10.1.20.254     10.1.254.2      1140     28 80000006            2
 Sum-Net   10.1.30.0       10.1.254.1      1258     28 80000006            1
 Sum-Net   10.1.30.0       10.1.254.2      1237     28 80000006            1
 Sum-Net   10.1.30.254     10.1.254.1      1095     28 80000006            2
 Sum-Net   10.1.30.254     10.1.254.2      1223     28 80000006            1
 Sum-Net   10.1.40.0       10.1.254.1      1062     28 80000006            1
 Sum-Net   10.1.40.0       10.1.254.2      1239     28 80000006            1
 Sum-Net   10.1.40.254     10.1.254.1      1074     28 80000006            2
 Sum-Net   10.1.40.254     10.1.254.2      1284     28 80000006            1
 Sum-Net   10.1.50.0       10.1.254.3       770     28 80000007            2
 Sum-Net   10.1.60.0       10.1.254.3       770     28 80000007            2
 Sum-Net   10.1.110.0      10.1.254.1      1040     28 80000006            1
 Sum-Net   10.1.110.0      10.1.254.2      1142     28 80000006            1
 Sum-Net   10.1.110.254    10.1.254.1      1343     28 80000006            1
 Sum-Net   10.1.110.254    10.1.254.2      1066     28 80000006            2
 Sum-Net   10.1.120.0      10.1.254.1      1363     28 80000006            1
 Sum-Net   10.1.120.0      10.1.254.2      1185     28 80000006            1
 Sum-Net   10.1.120.254    10.1.254.1      1357     28 80000006            1
 Sum-Net   10.1.120.254    10.1.254.2      1262     28 80000006            2
 Sum-Net   10.1.200.24     10.1.254.3       770     28 80000007            1

Area: 0.0.0.1
----------------------------------------------------------------------------
