
OSPF Process 1 with Router ID 1.1.1.1
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    1.1.1.1         1.1.1.1          819     84 8000002e            1
 Router    1.1.1.2         1.1.1.2          876     84 8000002d            1
 Router    1.1.2.1         1.1.2.1         1131     60 8000002c            1
 Router    1.1.2.2         1.1.2.2          923     60 8000002c            1
 Router    1.1.5.1         1.1.5.1          608     48 8000002b            1
 Router    1.1.5.2         1.1.5.2          860     60 8000002c            1
 Network   192.168.1.2     1.1.5.1         1170     32 8000002a            0
 Network   192.168.1.6     1.1.5.2          618     32 8000002a            0
 Network   192.168.1.14    1.1.5.2         1017     32 8000002a            0
 Network   192.168.2.2     1.1.2.1         1200     32 8000002a            0
 Network   192.168.2.5     1.1.1.1         1249     32 8000002a            0
 Network   192.168.2.10    1.1.2.1         1084     32 8000002a            0
 Network   192.168.2.13    1.1.1.2          670     32 8000002a            0
