
OSPF Process 100 with Router ID 3.3.3.6
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    2.1.3.1         2.1.3.1          361     36 80000038            1
 Router    3.3.3.1         3.3.3.1           66    144 8000003a            1
 Router    3.3.3.2         3.3.3.2          170     60 80000035            1
 Router    3.3.3.3         3.3.3.3           29     60 80000035            1
 Router    3.3.3.4         3.3.3.4          208     60 80000035            1
 Router    3.3.3.5         3.3.3.5         1722     60 80000034            1
 Router    3.3.3.6         3.3.3.6          962     96 8000003a            1
 Router    30.0.0.1        30.0.0.1         406     36 80000037            1
 Network   8.6.6.1         3.3.3.6          244     32 8000002f            0
 Network   8.6.12.1        3.3.3.1          811     32 80000033            0
 Network   8.6.13.1        3.3.3.1          186     32 80000033            0
 Network   8.6.24.4        3.3.3.4         1599     32 80000032            0
 Network   8.6.35.5        3.3.3.5          794     32 80000033            0
 Network   8.6.46.6        3.3.3.6          304     32 80000033            0
 Network   8.6.56.6        3.3.3.6           36     32 80000033            0
 Network   30.0.0.253      3.3.3.1          113     32 8000002f            0

AS External Database
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 External  1.1.1.0         30.0.0.1         434     36 80000033            1
 External  10.1.101.0      30.0.0.1         250     36 80000033            1
 External  10.1.103.0      30.0.0.1        1688     36 80000032            1
 External  20.1.1.0        2.1.3.1          362     36 80000031            1
 External  20.1.2.0        2.1.3.1          362     36 80000031            1
 External  20.1.3.0        2.1.3.1          362     36 80000031            1
 External  20.1.4.0        2.1.3.1          362     36 80000031            1
 External  20.1.5.0        2.1.3.1          362     36 80000031            1
