2026-06-16 03:05:39.660

	 OSPF Process 1 with Router ID 10.1.254.3
		 Link State Database

		         Area: 0.0.0.0
 Type      LinkState ID    AdvRouter          Age  Len   Sequence   Metric
 Router    10.1.254.3      10.1.254.3          65  96    80000EE9       1
 Router    10.1.254.2      10.1.254.2          38  72    80000677       1
 Router    10.1.254.1      10.1.254.1          25  72    80000632     100
 Router    10.1.254.6      10.1.254.6         373  84    800000D5       1
 Router    10.1.254.4      10.1.254.4          27  96    800010BD    65500
 Sum-Net   10.1.200.28     10.1.254.3          65  28    800004E4       2
 Sum-Net   10.1.200.28     10.1.254.4          67  28    800004FB    65500
 Sum-Net   10.1.200.24     10.1.254.3          65  28    800004F4       1
 Sum-Net   10.1.200.24     10.1.254.4          67  28    800004E3    65501
 Sum-Net   10.1.10.0       10.1.254.1         938  28    800000EC       1
 Sum-Net   10.1.10.0       10.1.254.2        1509  28    800000EC       1
 Sum-Net   10.1.10.254     10.1.254.1         188  28    800000EC       1
 Sum-Net   10.1.10.254     10.1.254.2           9  28    80001E49       2
 Sum-Net   10.1.20.0       10.1.254.1        1280  28    800000EC       1
 Sum-Net   10.1.20.0       10.1.254.2         227  28    800000EC       1
 Sum-Net   10.1.20.254     10.1.254.1        1077  28    800000EC       1
 Sum-Net   10.1.20.254     10.1.254.2          82  28    80000F0A       2
 Sum-Net   10.1.60.0       10.1.254.3          65  28    800004E4       2
 Sum-Net   10.1.60.0       10.1.254.4          67  28    800004E2    65501
 Sum-Net   10.1.110.0      10.1.254.1         740  28    800000EC       1
 Sum-Net   10.1.110.0      10.1.254.2        1514  28    800000ED       1
 Sum-Net   10.1.110.254    10.1.254.1        1715  28    800000EC       1
 Sum-Net   10.1.110.254    10.1.254.2        1562  28    800000EC       2
 Sum-Net   10.1.120.0      10.1.254.1          23  28    800000ED       1
 Sum-Net   10.1.120.0      10.1.254.2         767  28    800000EC       1
 Sum-Net   10.1.120.254    10.1.254.1         984  28    800000ED       1
 Sum-Net   10.1.120.254    10.1.254.2         301  28    800000EE       2
 Sum-Net   10.1.30.0       10.1.254.1         964  28    800000ED       1
 Sum-Net   10.1.30.0       10.1.254.2        1491  28    800000EC       1
 Sum-Net   10.1.30.254     10.1.254.1          24  28    800015E6       2
 Sum-Net   10.1.30.254     10.1.254.2         928  28    800000EC       1
 Sum-Net   10.1.50.0       10.1.254.3          65  28    800004E4       2
 Sum-Net   10.1.50.0       10.1.254.4          67  28    800004E2    65501
 Sum-Net   10.1.40.0       10.1.254.1        1056  28    800000EC       1
 Sum-Net   10.1.40.0       10.1.254.2          29  28    800000ED       1
 Sum-Net   10.1.40.254     10.1.254.1          42  28    8000160C       2
 Sum-Net   10.1.40.254     10.1.254.2        1661  28    800000EB       1

		         Area: 0.0.0.3
 Type      LinkState ID    AdvRouter          Age  Len   Sequence   Metric
 Router    10.1.254.3      10.1.254.3          65  48    800004F8       1
 Router    10.1.254.5      10.1.254.5          50  96    800000FB       1
 Router    10.1.254.4      10.1.254.4          67  48    800004FF    65500
 Sum-Net   10.1.254.6      10.1.254.3          65  28    800004E3       2
 Sum-Net   10.1.254.6      10.1.254.4          67  28    800004E1    65501
 Sum-Net   10.1.200.12     10.1.254.3          65  28    8000017A       2
 Sum-Net   10.1.200.12     10.1.254.4          67  28    80000515    65500
 Sum-Net   10.1.200.8      10.1.254.3          65  28    80000215       1
 Sum-Net   10.1.200.8      10.1.254.4          38  28    800007B9    65501
 Sum-Net   10.1.200.4      10.1.254.3          65  28    80000701       2
 Sum-Net   10.1.200.4      10.1.254.4          67  28    800006C2    65500
 Sum-Net   10.1.200.0      10.1.254.3          65  28    80000617       1
 Sum-Net   10.1.200.0      10.1.254.4          67  28    800007D9    65502
 Sum-Net   10.1.200.20     10.1.254.3          65  28    800004E3       2
 Sum-Net   10.1.200.20     10.1.254.4          67  28    800004F9    65500
 Sum-Net   10.1.200.16     10.1.254.3          65  28    800004F4       1
 Sum-Net   10.1.200.16     10.1.254.4          67  28    800004E1    65501
 Sum-Net   10.1.10.0       10.1.254.3          65  28    8000004D       2
 Sum-Net   10.1.10.0       10.1.254.4          38  28    80000050    65501
 Sum-Net   10.1.10.254     10.1.254.3          65  28    80000089       2
 Sum-Net   10.1.10.254     10.1.254.4          26  28    8000008E    65501
 Sum-Net   10.1.20.0       10.1.254.3          65  28    8000004D       2
 Sum-Net   10.1.20.0       10.1.254.4          38  28    80000050    65501
 Sum-Net   10.1.20.254     10.1.254.3          64  28    80000076       2
 Sum-Net   10.1.20.254     10.1.254.4          26  28    8000007D    65501
 Sum-Net   10.1.110.0      10.1.254.3          65  28    8000004D       2
 Sum-Net   10.1.110.0      10.1.254.4          38  28    80000050    65501
 Sum-Net   10.1.110.254    10.1.254.3          65  28    80000065       2
 Sum-Net   10.1.110.254    10.1.254.4          26  28    8000006B    65501
 Sum-Net   10.1.120.0      10.1.254.3          65  28    8000004D       2
 Sum-Net   10.1.120.0      10.1.254.4          38  28    80000050    65501
 Sum-Net   10.1.120.254    10.1.254.3          65  28    80000065       2
 Sum-Net   10.1.120.254    10.1.254.4          26  28    8000006B    65501
 Sum-Net   10.1.30.0       10.1.254.3          65  28    8000004D       2
 Sum-Net   10.1.30.0       10.1.254.4          38  28    80000050    65501
 Sum-Net   10.1.30.254     10.1.254.3          65  28    8000007F       2
 Sum-Net   10.1.30.254     10.1.254.4          38  28    8000007B    65501
 Sum-Net   10.1.40.0       10.1.254.3          65  28    8000004D       2
 Sum-Net   10.1.40.0       10.1.254.4          38  28    80000050    65501
 Sum-Net   10.1.40.254     10.1.254.3          65  28    80000071       2
 Sum-Net   10.1.40.254     10.1.254.4          38  28    8000007E    65501
 Sum-Asbr  10.1.254.6      10.1.254.3          65  28    800004E3       1
 Sum-Asbr  10.1.254.6      10.1.254.4          67  28    800004E1    65500


		 AS External Database
 Type      LinkState ID    AdvRouter          Age  Len   Sequence   Metric
 External  0.0.0.0         10.1.254.6        1113  36    800000D2       1
 External  10.3.10.0       10.1.254.6        1113  36    800000D2       1
 External  10.3.20.0       10.1.254.6        1113  36    800000D2       1
 External  10.3.30.0       10.1.254.6        1113  36    800000D2       1
 External  10.2.10.0       10.1.254.6        1113  36    800000D2       1
 External  10.2.20.0       10.1.254.6        1113  36    800000D2       1
 External  10.2.30.0       10.1.254.6        1113  36    800000D2       1
