
OSPF Process 1 with Router ID 10.1.254.5
Link State Database

Area: 0.0.0.3
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.3      10.1.254.3       148     48 8000002d            1
 Router    10.1.254.4      10.1.254.4       149     48 8000002c        65500
 Router    10.1.254.5      10.1.254.5       985     96 8000002a            1
 Sum-Net   10.1.10.0       10.1.254.3       148     28 80000029            2
 Sum-Net   10.1.10.0       10.1.254.4       149     28 80000029        65501
 Sum-Net   10.1.10.254     10.1.254.3       148     28 8000002a            2
 Sum-Net   10.1.10.254     10.1.254.4       149     28 80000029        65501
 Sum-Net   10.1.20.0       10.1.254.3       148     28 80000029            2
 Sum-Net   10.1.20.0       10.1.254.4       149     28 80000029        65501
 Sum-Net   10.1.20.254     10.1.254.3       148     28 8000002a            2
 Sum-Net   10.1.20.254     10.1.254.4       149     28 80000029        65501
 Sum-Net   10.1.30.0       10.1.254.3       148     28 80000029            2
 Sum-Net   10.1.30.0       10.1.254.4       149     28 80000029        65501
 Sum-Net   10.1.30.254     10.1.254.3       148     28 80000029            2
 Sum-Net   10.1.30.254     10.1.254.4       149     28 80000029        65501
 Sum-Net   10.1.40.0       10.1.254.3       148     28 80000029            2
 Sum-Net   10.1.40.0       10.1.254.4       149     28 80000029        65501
 Sum-Net   10.1.40.254     10.1.254.3       148     28 80000029            2
 Sum-Net   10.1.40.254     10.1.254.4       149     28 80000029        65501
 Sum-Net   10.1.110.0      10.1.254.3       148     28 80000029            2
 Sum-Net   10.1.110.0      10.1.254.4       149     28 80000029        65501
 Sum-Net   10.1.110.254    10.1.254.3       148     28 8000002a            2
 Sum-Net   10.1.110.254    10.1.254.4       149     28 80000029        65501
 Sum-Net   10.1.120.0      10.1.254.3       148     28 80000029            2
 Sum-Net   10.1.120.0      10.1.254.4       149     28 80000029        65501
 Sum-Net   10.1.120.254    10.1.254.3       148     28 8000002a            2
 Sum-Net   10.1.120.254    10.1.254.4       149     28 80000029        65501
 Sum-Net   10.1.200.0      10.1.254.3       148     28 8000002a            1
 Sum-Net   10.1.200.0      10.1.254.4       149     28 80000029        65501
 Sum-Net   10.1.200.4      10.1.254.3       148     28 8000002a            2
 Sum-Net   10.1.200.4      10.1.254.4       149     28 80000029        65500
 Sum-Net   10.1.200.8      10.1.254.3       148     28 8000002a            1
 Sum-Net   10.1.200.8      10.1.254.4       149     28 80000029        65501
 Sum-Net   10.1.200.12     10.1.254.3       148     28 80000029            2
 Sum-Net   10.1.200.12     10.1.254.4       149     28 80000029        65500
 Sum-Net   10.1.200.16     10.1.254.3       148     28 80000028            1
 Sum-Net   10.1.200.16     10.1.254.4       149     28 80000029        65501
 Sum-Net   10.1.200.20     10.1.254.3       148     28 80000029            2
 Sum-Net   10.1.200.20     10.1.254.4       149     28 80000029        65500
 Sum-Net   10.1.254.6      10.1.254.3       148     28 80000028            2
 Sum-Net   10.1.254.6      10.1.254.4       149     28 80000028        65501
 Sum-Asbr  10.1.254.6      10.1.254.3       148     28 80000028            1
 Sum-Asbr  10.1.254.6      10.1.254.4       149     28 80000028        65500

AS External Database
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 External  0.0.0.0         10.1.254.6       317     36 80000023            1
 External  10.2.10.0       10.1.254.6       317     36 80000023            1
 External  10.2.20.0       10.1.254.6       317     36 80000023            1
 External  10.2.30.0       10.1.254.6       317     36 80000023            1
 External  10.3.10.0       10.1.254.6       317     36 80000023            1
 External  10.3.20.0       10.1.254.6       317     36 80000023            1
 External  10.3.30.0       10.1.254.6       317     36 80000023            1
