2026-06-16 05:52:35.200

	 OSPF Process 1 with Router ID 10.1.254.3
		 Link State Database

		         Area: 0.0.0.0
 Type      LinkState ID    AdvRouter          Age  Len   Sequence   Metric
 Router    10.1.254.3      10.1.254.3        1150  96    8000002D       1
 Router    10.1.254.2      10.1.254.2         683  72    80000026       1
 Router    10.1.254.1      10.1.254.1         961  72    80000026       1
 Router    10.1.254.6      10.1.254.6         126  84    80000023       1
 Router    10.1.254.4      10.1.254.4        1152  96    8000002C    65500
 Sum-Net   10.1.200.28     10.1.254.4        1152  28    80000025    65500
 Sum-Net   10.1.200.28     10.1.254.3        1150  28    80000025       2
 Sum-Net   10.1.200.24     10.1.254.3        1150  28    80000026       1
 Sum-Net   10.1.200.24     10.1.254.4        1152  28    80000025    65501
 Sum-Net   10.1.10.0       10.1.254.1         615  28    80000024       1
 Sum-Net   10.1.10.0       10.1.254.2         612  28    80000024       1
 Sum-Net   10.1.10.254     10.1.254.1         952  28    80000024       1
 Sum-Net   10.1.10.254     10.1.254.2        1034  28    80000024       2
 Sum-Net   10.1.20.0       10.1.254.1         852  28    80000024       1
 Sum-Net   10.1.20.0       10.1.254.2         802  28    80000024       1
 Sum-Net   10.1.20.254     10.1.254.1         752  28    80000024       1
 Sum-Net   10.1.20.254     10.1.254.2        1055  28    80000024       2
 Sum-Net   10.1.60.0       10.1.254.4        1152  28    80000025    65501
 Sum-Net   10.1.60.0       10.1.254.3        1150  28    80000025       2
 Sum-Net   10.1.110.0      10.1.254.1         691  28    80000024       1
 Sum-Net   10.1.110.0      10.1.254.2        1138  28    80000024       1
 Sum-Net   10.1.110.254    10.1.254.1         657  28    80000024       1
 Sum-Net   10.1.110.254    10.1.254.2         932  28    80000024       2
 Sum-Net   10.1.120.0      10.1.254.1         747  28    80000024       1
 Sum-Net   10.1.120.0      10.1.254.2         814  28    80000024       1
 Sum-Net   10.1.120.254    10.1.254.1        1002  28    80000024       1
 Sum-Net   10.1.120.254    10.1.254.2         710  28    80000024       2
 Sum-Net   10.1.30.0       10.1.254.1         659  28    80000024       1
 Sum-Net   10.1.30.0       10.1.254.2         794  28    80000024       1
 Sum-Net   10.1.30.254     10.1.254.1        1158  28    80000024       2
 Sum-Net   10.1.30.254     10.1.254.2         273  28    80000024       1
 Sum-Net   10.1.50.0       10.1.254.4        1152  28    80000025    65501
 Sum-Net   10.1.50.0       10.1.254.3        1150  28    80000025       2
 Sum-Net   10.1.40.0       10.1.254.1         895  28    80000024       1
 Sum-Net   10.1.40.0       10.1.254.2         613  28    80000024       1
 Sum-Net   10.1.40.254     10.1.254.1        1804  28    80000023       2
 Sum-Net   10.1.40.254     10.1.254.2         967  28    80000024       1

		         Area: 0.0.0.3
 Type      LinkState ID    AdvRouter          Age  Len   Sequence   Metric
 Router    10.1.254.3      10.1.254.3        1150  48    80000029       1
 Router    10.1.254.5      10.1.254.5         215  96    80000027       1
 Router    10.1.254.4      10.1.254.4        1152  48    80000028    65500
 Sum-Net   10.1.254.6      10.1.254.3        1150  28    80000024       2
 Sum-Net   10.1.254.6      10.1.254.4        1152  28    80000024    65501
 Sum-Net   10.1.200.12     10.1.254.4        1152  28    80000025    65500
 Sum-Net   10.1.200.12     10.1.254.3        1150  28    80000025       2
 Sum-Net   10.1.200.8      10.1.254.3        1150  28    80000026       1
 Sum-Net   10.1.200.8      10.1.254.4        1152  28    80000025    65501
 Sum-Net   10.1.200.4      10.1.254.4        1152  28    80000025    65500
 Sum-Net   10.1.200.4      10.1.254.3        1150  28    80000026       2
 Sum-Net   10.1.200.0      10.1.254.3        1150  28    80000026       1
 Sum-Net   10.1.200.0      10.1.254.4        1152  28    80000025    65501
 Sum-Net   10.1.200.20     10.1.254.4        1152  28    80000025    65500
 Sum-Net   10.1.200.20     10.1.254.3        1150  28    80000025       2
 Sum-Net   10.1.200.16     10.1.254.3        1150  28    80000024       1
 Sum-Net   10.1.200.16     10.1.254.4        1152  28    80000025    65501
 Sum-Net   10.1.10.0       10.1.254.4        1152  28    80000025    65501
 Sum-Net   10.1.10.0       10.1.254.3        1150  28    80000025       2
 Sum-Net   10.1.10.254     10.1.254.4        1152  28    80000025    65501
 Sum-Net   10.1.10.254     10.1.254.3        1150  28    80000026       2
 Sum-Net   10.1.20.0       10.1.254.4        1152  28    80000025    65501
 Sum-Net   10.1.20.0       10.1.254.3        1150  28    80000025       2
 Sum-Net   10.1.20.254     10.1.254.4        1152  28    80000025    65501
 Sum-Net   10.1.20.254     10.1.254.3        1150  28    80000026       2
 Sum-Net   10.1.110.0      10.1.254.4        1152  28    80000025    65501
 Sum-Net   10.1.110.0      10.1.254.3        1150  28    80000025       2
 Sum-Net   10.1.110.254    10.1.254.4        1152  28    80000025    65501
 Sum-Net   10.1.110.254    10.1.254.3        1150  28    80000026       2
 Sum-Net   10.1.120.0      10.1.254.4        1152  28    80000025    65501
 Sum-Net   10.1.120.0      10.1.254.3        1150  28    80000025       2
 Sum-Net   10.1.120.254    10.1.254.4        1152  28    80000025    65501
 Sum-Net   10.1.120.254    10.1.254.3        1150  28    80000026       2
 Sum-Net   10.1.30.0       10.1.254.4        1152  28    80000025    65501
 Sum-Net   10.1.30.0       10.1.254.3        1150  28    80000025       2
 Sum-Net   10.1.30.254     10.1.254.4        1152  28    80000025    65501
 Sum-Net   10.1.30.254     10.1.254.3        1150  28    80000025       2
 Sum-Net   10.1.40.0       10.1.254.4        1152  28    80000025    65501
 Sum-Net   10.1.40.0       10.1.254.3        1150  28    80000025       2
 Sum-Net   10.1.40.254     10.1.254.4        1152  28    80000025    65501
 Sum-Net   10.1.40.254     10.1.254.3        1150  28    80000025       2
 Sum-Asbr  10.1.254.6      10.1.254.3        1150  28    80000024       1
 Sum-Asbr  10.1.254.6      10.1.254.4        1152  28    80000024    65500


		 AS External Database
 Type      LinkState ID    AdvRouter          Age  Len   Sequence   Metric
 External  0.0.0.0         10.1.254.6         126  36    80000020       1
 External  10.3.10.0       10.1.254.6         126  36    80000020       1
 External  10.3.20.0       10.1.254.6         126  36    80000020       1
 External  10.3.30.0       10.1.254.6         126  36    80000020       1
 External  10.2.10.0       10.1.254.6         126  36    80000020       1
 External  10.2.20.0       10.1.254.6         126  36    80000020       1
 External  10.2.30.0       10.1.254.6         126  36    80000020       1
