
OSPF Process 1 with Router ID 1.1.2.2
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    1.1.1.1         1.1.1.1          934     84 8000002e            1
 Router    1.1.1.2         1.1.1.2          990     84 8000002d            1
 Router    1.1.2.1         1.1.2.1         1247     60 8000002c            1
 Router    1.1.2.2         1.1.2.2         1036     60 8000002c            1
 Router    1.1.5.1         1.1.5.1          723     48 8000002b            1
 Router    1.1.5.2         1.1.5.2          976     60 8000002c            1
 Network   192.168.1.2     1.1.5.1         1285     32 8000002a            0
 Network   192.168.1.6     1.1.5.2          734     32 8000002a            0
 Network   192.168.1.14    1.1.5.2         1132     32 8000002a            0
 Network   192.168.2.2     1.1.2.1         1316     32 8000002a            0
 Network   192.168.2.5     1.1.1.1         1364     32 8000002a            0
 Network   192.168.2.10    1.1.2.1         1200     32 8000002a            0
 Network   192.168.2.13    1.1.1.2          784     32 8000002a            0
