
OSPF Process 1 with Router ID 2.1.5.1
Link State Database

Area: 0.0.0.2
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    2.1.1.1         2.1.1.1         1679     84 80000036            1
 Router    2.1.1.2         2.1.1.2          353     84 80000037            1
 Router    2.1.2.1         2.1.2.1          451     60 80000035            1
 Router    2.1.2.2         2.1.2.2         1704     60 80000034            1
 Router    2.1.5.1         2.1.5.1         1781     84 80000036            1
 Router    2.1.5.2         2.1.5.2         1708     60 80000034            1
 Network   182.158.1.1     2.1.1.1          809     32 80000033            0
 Network   182.158.1.6     2.1.5.2          471     32 80000033            0
 Network   182.158.1.9     2.1.1.2          695     32 80000033            0
 Network   182.158.1.14    2.1.5.2          342     32 80000033            0
 Network   182.158.2.2     2.1.2.1          506     32 80000033            0
 Network   182.158.2.6     2.1.2.2          480     32 80000033            0
 Network   182.158.2.10    2.1.2.1           88     32 80000033            0
 Network   182.158.2.14    2.1.2.2          387     32 80000033            0
