
CPU utilization for five seconds: 1%/0%; one minute: 0%; five minutes: 1%
PID    Runtime(ms)  Invoked   uSecs  5Sec    1Min    5Min    TTY  Process
-----  -----------  --------  -----  ------  ------  ------  ---  -----------
    1         1820     18261      0   0.00%   0.00%  0.00%   -    init
 3338            0         5      0   0.00%   0.00%  0.00%   -    portmap
 3376           10         8      1   0.00%   0.00%  0.00%   -    rpc.statd
 3386         6810    188358      0   0.00%   0.00%  0.00%   -    sysmgr
 3936           10         3      3   0.00%   0.00%  0.00%   -    xinetd
 3937           10         5      2   0.00%   0.00%  0.00%   -    tftpd
 3938         9870    111130      0   0.00%   0.00%  0.00%   -    syslogd
 3939          100        23      4   0.00%   0.00%  0.00%   -    sdwrapd
 3940          160        61      2   0.00%   0.00%  0.00%   -    pfm_dummy
 3941         9170     95306      0   0.00%   0.01%  0.01%   -    platform
 3953           20       975      0   0.00%   0.00%  0.00%   -    klogd
 3958          400     13045      0   0.00%   0.00%  0.00%   -    vshd
 3960          510     28828      0   0.00%   0.00%  0.00%   -    vpc_config_sync
 3961           50      4129      0   0.00%   0.00%  0.00%   -    smm
 3962          560     28607      0   0.00%   0.00%  0.00%   -    session-mgr
 3963         1120     91503      0   0.00%   0.00%  0.00%   -    psshelper
 3964          590     28298      0   0.00%   0.00%  0.00%   -    pixm
 3965           70    501382      0   0.00%   0.00%  0.00%   -    pdsd
 3966           80      1568      0   0.00%   0.00%  0.00%   -    lmgrd
 3967          500     18282      0   0.00%   0.00%  0.00%   -    licmgr
 3968          310      1555      0   0.00%   0.00%  0.00%   -    fs-daemon
 3969          320      8001      0   0.00%   0.00%  0.00%   -    feature-mgr
 3970          110        56      1   0.00%   0.00%  0.00%   -    confcheck
 3971          380     14970      0   0.00%   0.00%  0.00%   -    capability
 3972         1100     90928      0   0.00%   0.00%  0.00%   -    psshelper_gsvc
 3979          110      1538      0   0.00%   0.00%  0.00%   -    cisco
 3984         7740     10442      0   0.00%   0.00%  0.00%   -    clis
 3989          750      6574      0   0.00%   0.00%  0.00%   -    port-profile
 3996          660     30312      0   0.00%   0.00%  0.00%   -    xmlma
 3997          530     28900      0   0.00%   0.00%  0.00%   -    vmm
 3998          540     11422      0   0.00%   0.00%  0.00%   -    vman
 3999          620     28617      0   0.00%   0.00%  0.00%   -    vdc_mgr
 4000          660     45462      0   0.00%   0.00%  0.00%   -    ttyd
 4001          220    171745      0   0.19%   0.18%  0.19%   -    sysinfo
 4002         1050     90897      0   0.00%   0.00%  0.00%   -    sksd
 4004          210      1797      0   0.00%   0.00%  0.00%   -    res_mgr
 4005         1060     91845      0   0.00%   0.00%  0.00%   -    plugin
 4006          140      3069      0   0.00%   0.00%  0.00%   -    patch-installer
 4007          300      9550      0   0.00%   0.00%  0.00%   -    mvsh
 4008           10         5      2   0.00%   0.00%  0.00%   -    mping_server
 4009          600     28646      0   0.00%   0.00%  0.00%   -    module
 4012          230      9595      0   0.00%   0.00%  0.00%   -    evms
 4015          280      7198      0   0.00%   0.00%  0.00%   -    evmc
 4016          280      4567      0   0.00%   0.00%  0.00%   -    crdcfg_server
 4017          150        33      4   0.00%   0.00%  0.00%   -    core-dmon
 4018          540     28794      0   0.00%   0.00%  0.00%   -    cli_acl
 4020          540     11433      0   0.00%   0.00%  0.00%   -    ascii-cfg
 4021         1420     90977      0   0.00%   0.00%  0.00%   -    securityd
 4022         1110     90896      0   0.00%   0.00%  0.00%   -    cert_enroll
 4023         1260     92375      0   0.00%   0.00%  0.00%   -    aaa
 4025            0         1      0   0.00%   0.00%  0.00%   -    dhcpd
 4026           70      5378      0   0.00%   0.00%  0.00%   -    l3vm
 4027           80     95860      0   0.00%   0.00%  0.00%   -    urib
 4033         1230      2580      0   0.00%   0.00%  0.00%   -    aclmgr
 4037        89290   4812364      0   0.19%   0.11%  0.11%   -    ori_fwd
 4040       118900     92765      1   0.19%   0.12%  0.13%   -    port_client
 4043        25670     30189      0   0.00%   0.00%  0.02%   -    statsclient
 4046         4450    993665      0   0.00%   0.02%  0.02%   -    snmpd
 4048          490     28720      0   0.00%   0.00%  0.00%   -    eem_policy_dir
 4051          110      4912      0   0.00%   0.00%  0.00%   -    npacl
 4060           80   7246569      0   0.00%   0.03%  0.05%   -    adjmgr
 4062           70     20595      0   0.00%   0.00%  0.00%   -    u6rib
 4075          160        34      4   0.00%   0.00%  0.00%   -    ExceptionLog
 4077         2020     45802      0   0.00%   0.00%  0.00%   -    bootvar
 4078          570     14907      0   0.00%   0.00%  0.00%   -    ifmgr
 4079          340     15363      0   0.00%   0.00%  0.00%   -    tcap
 4083         1510     97330      0   0.00%   0.00%  0.00%   -    callhome
 4102          160     98529      0   0.00%   0.00%  0.00%   -    arp
 4108           70      5717      0   0.00%   0.00%  0.00%   -    icmpv6
 4131          110    629147      0   0.00%   0.04%  0.04%   -    l2fwd
 4132          100    567370      0   0.00%   0.01%  0.02%   -    pktmgr
 4158          150   1308287      0   0.00%   0.02%  0.03%   -    netstack
 4198         2070     90951      0   0.00%   0.00%  0.00%   -    radius
 4202          860     26242      0   0.00%   0.00%  0.00%   -    cdp
 4204          730     30812      0   0.00%   0.00%  0.00%   -    cfs
 4208           10         7      1   0.00%   0.00%  0.00%   -    ip_dummy
 4210           10         6      1   0.00%   0.00%  0.00%   -    ipv6_dummy
