
OSPF Process 1 with Router ID 10.1.254.2
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1      1142     72 80000028            1
 Router    10.1.254.2      10.1.254.2       894     72 80000028            1
 Router    10.1.254.3      10.1.254.3      1272     96 8000002f            1
 Router    10.1.254.4      10.1.254.4      1273     96 8000002e        65500
 Router    10.1.254.6      10.1.254.6      1824     84 80000024            1
 Sum-Net   10.1.10.0       10.1.254.1       726     28 80000026            1
 Sum-Net   10.1.10.0       10.1.254.2       704     28 80000026            1
 Sum-Net   10.1.10.254     10.1.254.1      1233     28 80000026            1
 Sum-Net   10.1.10.254     10.1.254.2      1251     28 80000026            2
 Sum-Net   10.1.20.0       10.1.254.1      1007     28 80000026            1
 Sum-Net   10.1.20.0       10.1.254.2       836     28 80000026            1
 Sum-Net   10.1.20.254     10.1.254.1       956     28 80000026            1
 Sum-Net   10.1.20.254     10.1.254.2      1305     28 80000026            2
 Sum-Net   10.1.30.0       10.1.254.1       883     28 80000026            1
 Sum-Net   10.1.30.0       10.1.254.2       995     28 80000026            1
 Sum-Net   10.1.30.254     10.1.254.1      1352     28 80000026            2
 Sum-Net   10.1.30.254     10.1.254.2       464     28 80000026            1
 Sum-Net   10.1.40.0       10.1.254.1      1091     28 80000026            1
 Sum-Net   10.1.40.0       10.1.254.2       916     28 80000026            1
 Sum-Net   10.1.40.254     10.1.254.1       226     28 80000026            2
 Sum-Net   10.1.40.254     10.1.254.2      1178     28 80000026            1
 Sum-Net   10.1.50.0       10.1.254.3      1272     28 80000027            2
 Sum-Net   10.1.50.0       10.1.254.4      1273     28 80000027        65501
 Sum-Net   10.1.60.0       10.1.254.3      1272     28 80000027            2
 Sum-Net   10.1.60.0       10.1.254.4      1273     28 80000027        65501
 Sum-Net   10.1.110.0      10.1.254.1       750     28 80000026            1
 Sum-Net   10.1.110.0      10.1.254.2      1422     28 80000026            1
 Sum-Net   10.1.110.254    10.1.254.1       868     28 80000026            1
 Sum-Net   10.1.110.254    10.1.254.2      1184     28 80000026            2
 Sum-Net   10.1.120.0      10.1.254.1       853     28 80000026            1
 Sum-Net   10.1.120.0      10.1.254.2      1019     28 80000026            1
 Sum-Net   10.1.120.254    10.1.254.1      1133     28 80000026            1
 Sum-Net   10.1.120.254    10.1.254.2       962     28 80000026            2
 Sum-Net   10.1.200.24     10.1.254.3      1272     28 80000028            1
 Sum-Net   10.1.200.24     10.1.254.4      1273     28 80000027        65501
 Sum-Net   10.1.200.28     10.1.254.3      1272     28 80000027            2
 Sum-Net   10.1.200.28     10.1.254.4      1273     28 80000027        65500

Area: 0.0.0.1
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1       815     96 8000002c            1
 Router    10.1.254.2      10.1.254.2       723     96 8000002f            1
 Network   10.1.10.252     10.1.254.2       910     32 80000026            0
 Network   10.1.20.252     10.1.254.2       874     32 80000026            0
 Network   10.1.30.252     10.1.254.2       739     32 80000026            0
 Network   10.1.40.252     10.1.254.2       385     32 80000026            0
 Sum-Net   10.1.50.0       10.1.254.1       656     28 80000027            3
 Sum-Net   10.1.50.0       10.1.254.2      1003     28 80000027            3
 Sum-Net   10.1.60.0       10.1.254.1       926     28 80000027            3
 Sum-Net   10.1.60.0       10.1.254.2       797     28 80000027            3
 Sum-Net   10.1.110.0      10.1.254.1      1078     28 80000026            1
 Sum-Net   10.1.110.0      10.1.254.2      1032     28 80000026            1
 Sum-Net   10.1.110.254    10.1.254.1       909     28 80000026            1
 Sum-Net   10.1.110.254    10.1.254.2       794     28 80000026            2
 Sum-Net   10.1.120.0      10.1.254.1       849     28 80000026            1
 Sum-Net   10.1.120.0      10.1.254.2       774     28 80000026            1
 Sum-Net   10.1.120.254    10.1.254.1       933     28 80000026            1
 Sum-Net   10.1.120.254    10.1.254.2      1631     28 80000026            2
 Sum-Net   10.1.200.0      10.1.254.1      1179     28 80000026            1
 Sum-Net   10.1.200.0      10.1.254.2       868     28 8000002a            2
 Sum-Net   10.1.200.4      10.1.254.1      1068     28 80000026            1
 Sum-Net   10.1.200.4      10.1.254.2       821     28 8000002a            3
 Sum-Net   10.1.200.8      10.1.254.1       259     28 8000002a            2
 Sum-Net   10.1.200.8      10.1.254.2      1083     28 80000026            1
 Sum-Net   10.1.200.12     10.1.254.1      1051     28 8000002a            3
 Sum-Net   10.1.200.12     10.1.254.2      1123     28 80000026            1
 Sum-Net   10.1.200.16     10.1.254.1       556     28 80000028            2
 Sum-Net   10.1.200.16     10.1.254.2       868     28 80000028            2
 Sum-Net   10.1.200.20     10.1.254.1       285     28 80000028            3
 Sum-Net   10.1.200.20     10.1.254.2       557     28 80000028            3
 Sum-Net   10.1.200.24     10.1.254.1       644     28 8000002a            2
 Sum-Net   10.1.200.24     10.1.254.2       657     28 8000002a            2
 Sum-Net   10.1.200.28     10.1.254.1       851     28 80000029            3
 Sum-Net   10.1.200.28     10.1.254.2       517     28 80000029            3
 Sum-Net   10.1.254.6      10.1.254.1       635     28 80000027            3
 Sum-Net   10.1.254.6      10.1.254.2       716     28 80000027            3
 Sum-Asbr  10.1.254.6      10.1.254.1      1289     28 80000027            2
 Sum-Asbr  10.1.254.6      10.1.254.2       684     28 80000027            2

Area: 0.0.0.2
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1      1311     72 8000002a            1
 Router    10.1.254.2      10.1.254.2       912     48 8000002c            1
 Network   10.1.110.252    10.1.254.2      1094     32 80000026            0
 Network   10.1.120.252    10.1.254.2       427     32 80000026            0
 Sum-Net   10.1.10.0       10.1.254.1       732     28 80000026            1
 Sum-Net   10.1.10.0       10.1.254.2      1040     28 80000026            1
 Sum-Net   10.1.10.254     10.1.254.1      1202     28 80000026            1
 Sum-Net   10.1.10.254     10.1.254.2      1182     28 80000026            2
 Sum-Net   10.1.20.0       10.1.254.1       910     28 80000026            1
 Sum-Net   10.1.20.0       10.1.254.2      1313     28 80000026            1
 Sum-Net   10.1.20.254     10.1.254.1      1071     28 80000026            1
 Sum-Net   10.1.20.254     10.1.254.2      1429     28 80000026            2
 Sum-Net   10.1.30.0       10.1.254.1       645     28 80000026            1
 Sum-Net   10.1.30.0       10.1.254.2       388     28 80000026            1
 Sum-Net   10.1.30.254     10.1.254.1       917     28 80000026            2
 Sum-Net   10.1.30.254     10.1.254.2      1015     28 80000026            1
 Sum-Net   10.1.40.0       10.1.254.1      1242     28 80000026            1
 Sum-Net   10.1.40.0       10.1.254.2       901     28 80000026            1
 Sum-Net   10.1.40.254     10.1.254.1       688     28 80000026            2
 Sum-Net   10.1.40.254     10.1.254.2      1045     28 80000026            1
 Sum-Net   10.1.50.0       10.1.254.1       913     28 80000027            3
 Sum-Net   10.1.50.0       10.1.254.2       532     28 80000027            3
 Sum-Net   10.1.60.0       10.1.254.1      1210     28 80000027            3
 Sum-Net   10.1.60.0       10.1.254.2      1202     28 80000027            3
 Sum-Net   10.1.200.0      10.1.254.1       964     28 80000026            1
 Sum-Net   10.1.200.0      10.1.254.2       839     28 8000002a            2
 Sum-Net   10.1.200.4      10.1.254.1       970     28 80000026            1
 Sum-Net   10.1.200.4      10.1.254.2       801     28 8000002a            3
 Sum-Net   10.1.200.8      10.1.254.1       575     28 8000002a            2
 Sum-Net   10.1.200.8      10.1.254.2      1012     28 80000026            1
 Sum-Net   10.1.200.12     10.1.254.1       435     28 8000002a            3
 Sum-Net   10.1.200.12     10.1.254.2       687     28 80000026            1
 Sum-Net   10.1.200.16     10.1.254.1      1031     28 80000028            2
 Sum-Net   10.1.200.16     10.1.254.2       636     28 80000028            2
 Sum-Net   10.1.200.20     10.1.254.1       606     28 80000028            3
 Sum-Net   10.1.200.20     10.1.254.2       400     28 80000028            3
 Sum-Net   10.1.200.24     10.1.254.1       615     28 8000002a            2
 Sum-Net   10.1.200.24     10.1.254.2      1131     28 8000002a            2
 Sum-Net   10.1.200.28     10.1.254.1       415     28 80000029            3
 Sum-Net   10.1.200.28     10.1.254.2       565     28 80000029            3
 Sum-Net   10.1.254.6      10.1.254.1      1302     28 80000027            3
 Sum-Net   10.1.254.6      10.1.254.2       700     28 80000027            3
 Sum-Asbr  10.1.254.6      10.1.254.1       450     28 80000027            2
 Sum-Asbr  10.1.254.6      10.1.254.2       940     28 80000027            2

AS External Database
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 External  0.0.0.0         10.1.254.6      1824     36 80000021            1
 External  10.2.10.0       10.1.254.6      1824     36 80000021            1
 External  10.2.20.0       10.1.254.6      1824     36 80000021            1
 External  10.2.30.0       10.1.254.6      1824     36 80000021            1
 External  10.3.10.0       10.1.254.6      1824     36 80000021            1
 External  10.3.20.0       10.1.254.6      1824     36 80000021            1
 External  10.3.30.0       10.1.254.6      1824     36 80000021            1
