
OSPF Process 1 with Router ID 1.1.1.2
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    1.1.1.1         1.1.1.1         1681     84 80000036            1
 Router    1.1.1.2         1.1.1.2         1716     84 80000036            1
 Router    1.1.2.1         1.1.2.1           11     60 80000035            1
 Router    1.1.2.2         1.1.2.2         1295     60 80000034            1
 Router    1.1.5.1         1.1.5.1         1608     60 80000034            1
 Router    1.1.5.2         1.1.5.2         1714     60 80000034            1
 Network   192.168.1.2     1.1.5.1          241     32 80000033            0
 Network   192.168.1.5     1.1.1.1          923     32 80000032            0
 Network   192.168.1.10    1.1.5.1         1642     32 80000032            0
 Network   192.168.1.13    1.1.1.2         1807     32 80000032            0
 Network   192.168.2.1     1.1.1.1          111     32 80000033            0
 Network   192.168.2.5     1.1.1.1          309     32 80000033            0
 Network   192.168.2.9     1.1.1.2         1595     32 80000032            0
 Network   192.168.2.13    1.1.1.2         1641     32 80000032            0
