
OSPF Process 1 with Router ID 2.1.5.1
Link State Database

Area: 0.0.0.2
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    2.1.1.1         2.1.1.1         1062     84 8000002e            1
 Router    2.1.1.2         2.1.1.2         1438     84 8000002e            1
 Router    2.1.2.1         2.1.2.1         1091     60 8000002c            1
 Router    2.1.2.2         2.1.2.2         1038     60 8000002c            1
 Router    2.1.5.1         2.1.5.1          824     84 8000002e            1
 Router    2.1.5.2         2.1.5.2          650     60 8000002c            1
 Network   182.158.1.2     2.1.5.1          790     32 8000002a            0
 Network   182.158.1.6     2.1.5.2          636     32 8000002a            0
 Network   182.158.1.9     2.1.1.2          920     32 8000002a            0
 Network   182.158.1.14    2.1.5.2         1365     32 8000002a            0
 Network   182.158.2.2     2.1.2.1         1430     32 8000002a            0
 Network   182.158.2.6     2.1.2.2          985     32 8000002a            0
 Network   182.158.2.10    2.1.2.1          780     32 8000002a            0
 Network   182.158.2.13    2.1.1.2         1383     32 8000002a            0
