
OSPF Process 1 with Router ID 2.1.1.1
Link State Database

Area: 0.0.0.2
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    2.1.1.1         2.1.1.1         1080     84 8000002e            1
 Router    2.1.1.2         2.1.1.2         1458     84 8000002e            1
 Router    2.1.2.1         2.1.2.1         1109     60 8000002c            1
 Router    2.1.2.2         2.1.2.2         1056     60 8000002c            1
 Router    2.1.5.1         2.1.5.1          844     84 8000002e            1
 Router    2.1.5.2         2.1.5.2          668     60 8000002c            1
 Network   182.158.1.2     2.1.5.1          810     32 8000002a            0
 Network   182.158.1.6     2.1.5.2          654     32 8000002a            0
 Network   182.158.1.9     2.1.1.2          940     32 8000002a            0
 Network   182.158.1.14    2.1.5.2         1383     32 8000002a            0
 Network   182.158.2.2     2.1.2.1         1448     32 8000002a            0
 Network   182.158.2.6     2.1.2.2         1003     32 8000002a            0
 Network   182.158.2.10    2.1.2.1          798     32 8000002a            0
 Network   182.158.2.13    2.1.1.2         1403     32 8000002a            0
