
OSPF Process 1 with Router ID 2.1.1.2
Link State Database

Area: 0.0.0.2
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    2.1.1.1         2.1.1.1         1702     84 80000011            1
 Router    2.1.1.2         2.1.1.2         1668     84 80000011            1
 Router    2.1.2.1         2.1.2.1         1516     60 8000000f            1
 Router    2.1.2.2         2.1.2.2           78     60 80000010            1
 Router    2.1.5.1         2.1.5.1            7     84 80000012            1
 Router    2.1.5.2         2.1.5.2         1389     60 8000000f            1
 Network   182.158.1.2     2.1.5.1         1290     32 8000000d            0
 Network   182.158.1.5     2.1.1.1           87     32 8000000e            0
 Network   182.158.1.10    2.1.5.1           28     32 8000000e            0
 Network   182.158.1.13    2.1.1.2          111     32 8000000e            0
 Network   182.158.2.1     2.1.1.1         1677     32 8000000d            0
 Network   182.158.2.5     2.1.1.1           70     32 8000000e            0
 Network   182.158.2.9     2.1.1.2         1851     32 8000000d            0
 Network   182.158.2.13    2.1.1.2         1639     32 8000000d            0
