
OSPF Process 100 with Router ID 3.3.3.2
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    3.3.3.1         3.3.3.1         1558     96 8000002c            5
 Router    3.3.3.2         3.3.3.2          539     60 8000002c            1
 Router    3.3.3.3         3.3.3.3         1680     60 8000002c            1
 Router    3.3.3.4         3.3.3.4         1081     60 8000002c            1
 Router    3.3.3.5         3.3.3.5         1492     60 8000002c            1
 Router    3.3.3.6         3.3.3.6         1105     60 8000002c            5
 Network   8.6.12.1        3.3.3.1          686     32 8000002a            0
 Network   8.6.13.1        3.3.3.1          747     32 8000002a            0
 Network   8.6.24.4        3.3.3.4         1161     32 8000002a            0
 Network   8.6.35.5        3.3.3.5         1282     32 8000002a            0
 Network   8.6.46.4        3.3.3.4         1123     32 8000002a            0
 Network   8.6.56.6        3.3.3.6         1179     32 8000002a            0
