
OSPF Process 1 with Router ID 10.1.254.5
Link State Database

Area: 0.0.0.3
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.3      10.1.254.3      1435     48 80000139            1
 Router    10.1.254.4      10.1.254.4      1434     48 8000013e        65500
 Router    10.1.254.5      10.1.254.5      1567     96 800000d9            1
 Sum-Net   10.1.10.0       10.1.254.3      1434     28 8000015a            2
 Sum-Net   10.1.10.0       10.1.254.4      1433     28 80000153        65501
 Sum-Net   10.1.10.254     10.1.254.3      1434     28 800001b0            2
 Sum-Net   10.1.10.254     10.1.254.4       650     28 800001d0        65501
 Sum-Net   10.1.20.0       10.1.254.3      1434     28 8000015a            2
 Sum-Net   10.1.20.0       10.1.254.4      1433     28 80000154        65501
 Sum-Net   10.1.20.254     10.1.254.3      1434     28 80000193            2
 Sum-Net   10.1.20.254     10.1.254.4       650     28 800001a7        65501
 Sum-Net   10.1.30.0       10.1.254.3      1434     28 8000015a            2
 Sum-Net   10.1.30.0       10.1.254.4      1433     28 80000153        65501
 Sum-Net   10.1.30.254     10.1.254.3      1432     28 800001a8            2
 Sum-Net   10.1.30.254     10.1.254.4      1433     28 800001b0        65501
 Sum-Net   10.1.40.0       10.1.254.3      1434     28 8000015a            2
 Sum-Net   10.1.40.0       10.1.254.4      1433     28 80000154        65501
 Sum-Net   10.1.40.254     10.1.254.3      1432     28 800001b4            2
 Sum-Net   10.1.40.254     10.1.254.4      1433     28 800001c6        65501
 Sum-Net   10.1.110.0      10.1.254.3      1434     28 8000015a            2
 Sum-Net   10.1.110.0      10.1.254.4      1433     28 80000154        65501
 Sum-Net   10.1.110.254    10.1.254.3      1434     28 80000185            2
 Sum-Net   10.1.110.254    10.1.254.4       650     28 80000196        65501
 Sum-Net   10.1.120.0      10.1.254.3      1434     28 8000015a            2
 Sum-Net   10.1.120.0      10.1.254.4      1433     28 80000153        65501
 Sum-Net   10.1.120.254    10.1.254.3      1434     28 80000185            2
 Sum-Net   10.1.120.254    10.1.254.4       650     28 80000195        65501
 Sum-Net   10.1.200.0      10.1.254.3      1435     28 80000155            1
 Sum-Net   10.1.200.0      10.1.254.4      1433     28 80000191        65502
 Sum-Net   10.1.200.4      10.1.254.3      1434     28 80000170            2
 Sum-Net   10.1.200.4      10.1.254.4       683     28 8000017b        65500
 Sum-Net   10.1.200.8      10.1.254.3      1435     28 8000015a            1
 Sum-Net   10.1.200.8      10.1.254.4      1433     28 80000187        65501
 Sum-Net   10.1.200.12     10.1.254.3      1432     28 80000179            2
 Sum-Net   10.1.200.12     10.1.254.4      1434     28 8000016f        65500
 Sum-Net   10.1.200.16     10.1.254.3      1435     28 80000135            1
 Sum-Net   10.1.200.16     10.1.254.4      1433     28 80000132        65501
 Sum-Net   10.1.200.20     10.1.254.3      1434     28 80000132            2
 Sum-Net   10.1.200.20     10.1.254.4      1434     28 80000138        65500
 Sum-Net   10.1.254.6      10.1.254.3      1434     28 80000132            2
 Sum-Net   10.1.254.6      10.1.254.4      1433     28 80000132        65501
 Sum-Asbr  10.1.254.6      10.1.254.3      1434     28 80000132            1
 Sum-Asbr  10.1.254.6      10.1.254.4      1433     28 80000132        65500

AS External Database
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 External  0.0.0.0         10.1.254.6      1627     36 800000b5            1
 External  10.2.10.0       10.1.254.6      1375     36 800000b5            1
 External  10.2.20.0       10.1.254.6      1375     36 800000b5            1
 External  10.2.30.0       10.1.254.6      1375     36 800000b5            1
 External  10.3.10.0       10.1.254.6      1627     36 800000b5            1
 External  10.3.20.0       10.1.254.6      1627     36 800000b5            1
 External  10.3.30.0       10.1.254.6      1627     36 800000b5            1
