
OSPF Process 1 with Router ID 10.1.254.5
Link State Database

Area: 0.0.0.3
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.3      10.1.254.3      1581     48 80000033            1
 Router    10.1.254.4      10.1.254.4      1582     48 80000032        65500
 Router    10.1.254.5      10.1.254.5      1031     96 80000031            1
 Sum-Net   10.1.10.0       10.1.254.3      1581     28 8000002f            2
 Sum-Net   10.1.10.0       10.1.254.4      1582     28 8000002f        65501
 Sum-Net   10.1.10.254     10.1.254.3      1476     28 80000032            2
 Sum-Net   10.1.10.254     10.1.254.4      1582     28 8000002f        65501
 Sum-Net   10.1.20.0       10.1.254.3      1581     28 8000002f            2
 Sum-Net   10.1.20.0       10.1.254.4      1582     28 8000002f        65501
 Sum-Net   10.1.20.254     10.1.254.3      1476     28 80000032            2
 Sum-Net   10.1.20.254     10.1.254.4      1582     28 8000002f        65501
 Sum-Net   10.1.30.0       10.1.254.3      1581     28 8000002f            2
 Sum-Net   10.1.30.0       10.1.254.4      1582     28 8000002f        65501
 Sum-Net   10.1.30.254     10.1.254.3      1581     28 8000002f            2
 Sum-Net   10.1.30.254     10.1.254.4      1582     28 8000002f        65501
 Sum-Net   10.1.40.0       10.1.254.3      1581     28 8000002f            2
 Sum-Net   10.1.40.0       10.1.254.4      1582     28 8000002f        65501
 Sum-Net   10.1.40.254     10.1.254.3      1581     28 8000002f            2
 Sum-Net   10.1.40.254     10.1.254.4      1582     28 8000002f        65501
 Sum-Net   10.1.110.0      10.1.254.3      1581     28 8000002f            2
 Sum-Net   10.1.110.0      10.1.254.4      1582     28 8000002f        65501
 Sum-Net   10.1.110.254    10.1.254.3      1476     28 80000032            2
 Sum-Net   10.1.110.254    10.1.254.4      1582     28 8000002f        65501
 Sum-Net   10.1.120.0      10.1.254.3      1581     28 8000002f            2
 Sum-Net   10.1.120.0      10.1.254.4      1582     28 8000002f        65501
 Sum-Net   10.1.120.254    10.1.254.3      1476     28 80000032            2
 Sum-Net   10.1.120.254    10.1.254.4      1582     28 8000002f        65501
 Sum-Net   10.1.200.0      10.1.254.3      1581     28 80000030            1
 Sum-Net   10.1.200.0      10.1.254.4      1582     28 8000002f        65501
 Sum-Net   10.1.200.4      10.1.254.3      1581     28 80000030            2
 Sum-Net   10.1.200.4      10.1.254.4      1582     28 8000002f        65500
 Sum-Net   10.1.200.8      10.1.254.3      1581     28 80000030            1
 Sum-Net   10.1.200.8      10.1.254.4      1582     28 8000002f        65501
 Sum-Net   10.1.200.12     10.1.254.3      1581     28 8000002f            2
 Sum-Net   10.1.200.12     10.1.254.4      1582     28 8000002f        65500
 Sum-Net   10.1.200.16     10.1.254.3      1581     28 8000002e            1
 Sum-Net   10.1.200.16     10.1.254.4      1582     28 8000002f        65501
 Sum-Net   10.1.200.20     10.1.254.3      1581     28 8000002f            2
 Sum-Net   10.1.200.20     10.1.254.4      1582     28 8000002f        65500
 Sum-Net   10.1.254.6      10.1.254.3      1581     28 8000002e            2
 Sum-Net   10.1.254.6      10.1.254.4      1582     28 8000002e        65501
 Sum-Asbr  10.1.254.6      10.1.254.3      1581     28 8000002e            1
 Sum-Asbr  10.1.254.6      10.1.254.4      1582     28 8000002e        65500

AS External Database
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 External  0.0.0.0         10.1.254.6       455     36 80000029            1
 External  10.2.10.0       10.1.254.6       455     36 80000029            1
 External  10.2.20.0       10.1.254.6       455     36 80000029            1
 External  10.2.30.0       10.1.254.6       455     36 80000029            1
 External  10.3.10.0       10.1.254.6       455     36 80000029            1
 External  10.3.20.0       10.1.254.6       455     36 80000029            1
 External  10.3.30.0       10.1.254.6       455     36 80000029            1
