CPU utilization statistics at 2026-06-04 08:36:27 345 ms
System CPU Using Percentage :   9%
CPU utilization for five seconds: 9%, one minute: 10%, five minutes: 10%.
Max CPU Usage :                17%
Max CPU Usage Stat. Time : 2026-06-04 06:11:55 159 ms
State: Non-overload
Overload threshold:  90%, Overload clear threshold:  75%, Duration:  480s
---------------------------
ServiceName  UseRate
---------------------------
SYSTEM            9%
AAA               0%
ARP               0%
CMF               0%
DEVICE            0%
EUM               0%
FEA               0%
FEC               0%
FIBRESM           0%
IFM               0%
IP STACK          0%
LOCAL PKT         0%
MSTP              0%
ND                0%
OAM               0%
PNP               0%
RGM               0%
RM                0%
SLA               0%
SMLK              0%
SVRO              0%
TNLM              0%
TUNNEL            0%
VLAN              0%
---------------------------
CPU Usage Details
----------------------------------------------------------------
CPU     Current  FiveSec   OneMin  FiveMin  Max MaxTime         
----------------------------------------------------------------
cpu0       100%      99%     100%     100%  99% 2026-06-04 06:12:12
cpu1        27%      26%      26%      27%  53% 2026-06-04 08:08:02
cpu2        11%      11%      13%      12%  49% 2026-06-04 02:26:03
cpu3        10%      17%      47%      19%  67% 2026-06-04 08:35:42
cpu4         8%       7%       8%       9%  31% 2026-06-04 08:31:22
cpu5         8%       7%       8%       8%  39% 2026-06-04 06:09:52
cpu6         8%       7%       8%       8%  70% 2026-06-04 08:24:32
cpu7         8%       7%       8%       8%  16% 2026-06-04 06:12:02
cpu8         7%       6%       7%       8%  33% 2026-06-04 08:16:52
cpu9         7%       6%       8%      11%  38% 2026-06-04 06:06:12
cpu10        7%       6%       7%       8%  45% 2026-06-04 08:30:42
cpu11        7%       6%       7%       8%  14% 2026-06-04 02:50:23
cpu12        6%       7%       8%       9%  28% 2026-06-04 08:31:22
cpu13        7%       7%       8%       8%  88% 2026-06-04 02:26:43
cpu14        7%       7%       8%       9%  99% 2026-06-04 02:16:13
cpu15        7%       7%       8%       8%  99% 2026-06-04 05:20:02
cpu16        7%       7%       8%      10%  36% 2026-06-04 08:13:22
cpu17        7%       7%       8%       7%  69% 2026-06-04 06:08:02
cpu18        6%       7%       8%       6%  44% 2026-06-04 08:11:52
cpu19        7%       7%       8%       9%  58% 2026-06-04 06:08:12
cpu20        3%       3%       4%       4%  15% 2026-06-04 06:12:02
cpu21       22%      32%      58%      16%  99% 2026-06-04 02:27:23
cpu22        3%       3%       3%      31%  99% 2026-06-04 02:30:23
cpu23        3%       3%       3%       4%  99% 2026-06-04 03:20:03
cpu24        3%       3%       3%       2%  99% 2026-06-04 02:04:54
cpu25        3%       3%       3%       1%  15% 2026-06-04 06:09:52
cpu26        3%       3%       3%       4%  99% 2026-06-04 02:51:43
cpu27       13%      22%      56%      30%  99% 2026-06-04 03:06:03
cpu28        3%       3%       3%       3%  99% 2026-06-04 04:33:52
cpu29        3%       3%       3%       3%  99% 2026-06-04 04:52:32
cpu30       99%      95%      48%      25%  99% 2026-06-04 03:34:43
cpu31        3%       3%       3%       2%  99% 2026-06-04 03:23:43
cpu32        3%       3%       3%       3%  99% 2026-06-04 03:08:53
cpu33       51%      52%      27%       8%  99% 2026-06-04 02:52:03
cpu34        4%       4%       3%       3%  99% 2026-06-04 04:54:22
cpu35        3%       3%       3%       4%  99% 2026-06-04 02:43:03
cpu36       11%      11%       5%       3%  99% 2026-06-04 02:06:53
cpu37        3%       7%      54%      32%  99% 2026-06-04 02:13:13
cpu38        3%       3%       3%       4%  99% 2026-06-04 02:15:23
cpu39        4%       4%       4%       3%  99% 2026-06-04 06:48:42
cpu40        1%       0%       0%       1%  10% 2026-06-04 02:06:13
cpu41        7%       7%       7%       9%  99% 2026-06-04 02:13:33
cpu42        7%       7%       7%       9%  83% 2026-06-04 08:06:12
cpu43        7%       6%       5%       6%  99% 2026-06-04 05:23:22
cpu44        7%       7%       7%       7%  68% 2026-06-04 08:19:02
cpu45        7%       7%       7%       7%  63% 2026-06-04 02:06:13
cpu46        7%       7%       7%       7%  38% 2026-06-04 06:09:32
cpu47        7%       7%       7%       7%  38% 2026-06-04 06:10:02
cpu48        7%       7%       7%       7%  42% 2026-06-04 08:26:22
cpu49        7%       7%       7%       7%  99% 2026-06-04 02:07:03
cpu50        7%       7%       7%       7%  99% 2026-06-04 02:24:23
