
OSPF Process 1 with Router ID 2.1.1.1
Link State Database

Area: 0.0.0.2
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    2.1.1.1         2.1.1.1         1500     84 80000036            1
 Router    2.1.1.2         2.1.1.2          175     84 80000037            1
 Router    2.1.2.1         2.1.2.1          272     60 80000035            1
 Router    2.1.2.2         2.1.2.2         1525     60 80000034            1
 Router    2.1.5.1         2.1.5.1         1604     84 80000036            1
 Router    2.1.5.2         2.1.5.2         1528     60 80000034            1
 Network   182.158.1.1     2.1.1.1          630     32 80000033            0
 Network   182.158.1.6     2.1.5.2          291     32 80000033            0
 Network   182.158.1.9     2.1.1.2          517     32 80000033            0
 Network   182.158.1.14    2.1.5.2          162     32 80000033            0
 Network   182.158.2.2     2.1.2.1          327     32 80000033            0
 Network   182.158.2.6     2.1.2.2          301     32 80000033            0
 Network   182.158.2.10    2.1.2.1         1642     32 80000032            0
 Network   182.158.2.14    2.1.2.2          208     32 80000033            0
