
OSPF Process 1 with Router ID 1.1.1.1
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    1.1.1.1         1.1.1.1         1698     84 80000036            1
 Router    1.1.1.2         1.1.1.2         1737     84 80000036            1
 Router    1.1.2.1         1.1.2.1           30     60 80000035            1
 Router    1.1.2.2         1.1.2.2         1313     60 80000034            1
 Router    1.1.5.1         1.1.5.1         1627     60 80000034            1
 Router    1.1.5.2         1.1.5.2           17     60 80000035            1
 Network   192.168.1.2     1.1.5.1          260     32 80000033            0
 Network   192.168.1.5     1.1.1.1          940     32 80000032            0
 Network   192.168.1.10    1.1.5.1         1661     32 80000032            0
 Network   192.168.1.13    1.1.1.2         1828     32 80000032            0
 Network   192.168.2.1     1.1.1.1          127     32 80000033            0
 Network   192.168.2.5     1.1.1.1          325     32 80000033            0
 Network   192.168.2.9     1.1.1.2         1616     32 80000032            0
 Network   192.168.2.13    1.1.1.2         1662     32 80000032            0
