
OSPF Process 1 with Router ID 1.1.2.2
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    1.1.1.1         1.1.1.1         1457     84 80000011            1
 Router    1.1.1.2         1.1.1.2         1673     84 80000011            1
 Router    1.1.2.1         1.1.2.1         1736     60 8000000f            1
 Router    1.1.2.2         1.1.2.2         1600     60 8000000f            1
 Router    1.1.5.1         1.1.5.1         1540     60 8000000f            1
 Router    1.1.5.2         1.1.5.2         1593     60 8000000f            1
 Network   192.168.1.2     1.1.5.1         1578     32 8000000d            0
 Network   192.168.1.5     1.1.1.1         1389     32 8000000d            0
 Network   192.168.1.10    1.1.5.1         1470     32 8000000d            0
 Network   192.168.1.13    1.1.1.2         1578     32 8000000d            0
 Network   192.168.2.1     1.1.1.1         1658     32 8000000d            0
 Network   192.168.2.6     1.1.2.2           74     32 8000000e            0
 Network   192.168.2.9     1.1.1.2         1704     32 8000000d            0
 Network   192.168.2.14    1.1.2.2         1499     32 8000000d            0
