
OSPF Process 1 with Router ID 10.1.254.2
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1        31     72 80000176          100
 Router    10.1.254.2      10.1.254.2       299     72 80000172            1
 Router    10.1.254.3      10.1.254.3      1426     96 80000247            1
 Router    10.1.254.4      10.1.254.4       641     96 800002a2        65500
 Router    10.1.254.6      10.1.254.6       600     84 800000b8            1
 Sum-Net   10.1.10.0       10.1.254.1      1370     28 800000cb            1
 Sum-Net   10.1.10.0       10.1.254.2      1545     28 800000cb            1
 Sum-Net   10.1.10.254     10.1.254.1       459     28 800000cb            1
 Sum-Net   10.1.10.254     10.1.254.2       238     28 80000376            2
 Sum-Net   10.1.20.0       10.1.254.1      1708     28 800000cb            1
 Sum-Net   10.1.20.0       10.1.254.2       932     28 800000cb            1
 Sum-Net   10.1.20.254     10.1.254.1      1360     28 800000cb            1
 Sum-Net   10.1.20.254     10.1.254.2      1754     28 800001a4            2
 Sum-Net   10.1.30.0       10.1.254.1       839     28 800000cc            1
 Sum-Net   10.1.30.0       10.1.254.2       288     28 800000cc            1
 Sum-Net   10.1.30.254     10.1.254.1       772     28 800003f9            2
 Sum-Net   10.1.30.254     10.1.254.2      1181     28 800000cb            1
 Sum-Net   10.1.40.0       10.1.254.1      1100     28 800000cb            1
 Sum-Net   10.1.40.0       10.1.254.2         4     28 800000cc            1
 Sum-Net   10.1.40.254     10.1.254.1       969     28 800003d2            2
 Sum-Net   10.1.40.254     10.1.254.2       870     28 800000cb            1
 Sum-Net   10.1.50.0       10.1.254.3      1425     28 80000133            2
 Sum-Net   10.1.50.0       10.1.254.4      1424     28 80000133        65501
 Sum-Net   10.1.60.0       10.1.254.3      1425     28 80000133            2
 Sum-Net   10.1.60.0       10.1.254.4      1424     28 80000133        65501
 Sum-Net   10.1.110.0      10.1.254.1       876     28 800000cb            1
 Sum-Net   10.1.110.0      10.1.254.2      1209     28 800000cc            1
 Sum-Net   10.1.110.254    10.1.254.1       469     28 800000cc            1
 Sum-Net   10.1.110.254    10.1.254.2         5     28 800000cc            2
 Sum-Net   10.1.120.0      10.1.254.1       134     28 800000cc            1
 Sum-Net   10.1.120.0      10.1.254.2      1581     28 800000cb            1
 Sum-Net   10.1.120.254    10.1.254.1      1263     28 800000cc            1
 Sum-Net   10.1.120.254    10.1.254.2      1492     28 800000cb            2
 Sum-Net   10.1.200.24     10.1.254.3      1426     28 80000135            1
 Sum-Net   10.1.200.24     10.1.254.4      1424     28 80000134        65501
 Sum-Net   10.1.200.28     10.1.254.3      1425     28 80000133            2
 Sum-Net   10.1.200.28     10.1.254.4      1425     28 8000013a        65500

Area: 0.0.0.1
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1       896     96 80000651            1
 Router    10.1.254.2      10.1.254.2       211     96 80000487            1
 Network   10.1.10.252     10.1.254.2       866     32 800000d0            0
 Network   10.1.20.252     10.1.254.2       766     32 800000d1            0
 Network   10.1.30.252     10.1.254.2      1087     32 800000d4            0
 Network   10.1.40.252     10.1.254.2      1330     32 800000d5            0
 Sum-Net   10.1.50.0       10.1.254.1        43     28 80000155          102
 Sum-Net   10.1.50.0       10.1.254.2       299     28 8000015b            3
 Sum-Net   10.1.60.0       10.1.254.1        71     28 80000150          102
 Sum-Net   10.1.60.0       10.1.254.2       144     28 80000156            3
 Sum-Net   10.1.110.0      10.1.254.1      1082     28 800000d6            1
 Sum-Net   10.1.110.0      10.1.254.2      1322     28 800000d3            1
 Sum-Net   10.1.110.254    10.1.254.1       541     28 800000d6            1
 Sum-Net   10.1.110.254    10.1.254.2       304     28 800000d3            2
 Sum-Net   10.1.120.0      10.1.254.1       857     28 800000d1            1
 Sum-Net   10.1.120.0      10.1.254.2       959     28 800000d5            1
 Sum-Net   10.1.120.254    10.1.254.1      1428     28 800000d1            1
 Sum-Net   10.1.120.254    10.1.254.2       738     28 800000d4            2
 Sum-Net   10.1.200.0      10.1.254.1      1494     28 800000d3          100
 Sum-Net   10.1.200.0      10.1.254.2       303     28 80000169            2
 Sum-Net   10.1.200.4      10.1.254.1       884     28 800000d5            1
 Sum-Net   10.1.200.4      10.1.254.2       415     28 80000170            3
 Sum-Net   10.1.200.8      10.1.254.1       583     28 8000016e          101
 Sum-Net   10.1.200.8      10.1.254.2       784     28 800000d2            1
 Sum-Net   10.1.200.12     10.1.254.1       418     28 8000016c          102
 Sum-Net   10.1.200.12     10.1.254.2      1593     28 800000d2            1
 Sum-Net   10.1.200.16     10.1.254.1       164     28 8000015c          101
 Sum-Net   10.1.200.16     10.1.254.2       111     28 8000015a            2
 Sum-Net   10.1.200.20     10.1.254.1       247     28 8000015d          102
 Sum-Net   10.1.200.20     10.1.254.2       593     28 80000157            3
 Sum-Net   10.1.200.24     10.1.254.1       203     28 80000182          101
 Sum-Net   10.1.200.24     10.1.254.2      1645     28 80000189            2
 Sum-Net   10.1.200.28     10.1.254.1       409     28 8000017a          102
 Sum-Net   10.1.200.28     10.1.254.2        11     28 80000179            3
