
OSPF Process 1 with Router ID 1.1.5.2
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    1.1.1.1         1.1.1.1           99     84 80000037            1
 Router    1.1.1.2         1.1.1.2          149     84 80000037            1
 Router    1.1.2.1         1.1.2.1          198     60 80000035            1
 Router    1.1.2.2         1.1.2.2         1482     60 80000034            1
 Router    1.1.5.1         1.1.5.1           93     60 80000035            1
 Router    1.1.5.2         1.1.5.2          184     60 80000035            1
 Network   192.168.1.2     1.1.5.1          428     32 80000033            0
 Network   192.168.1.5     1.1.1.1         1108     32 80000032            0
 Network   192.168.1.10    1.1.5.1          128     32 80000033            0
 Network   192.168.1.13    1.1.1.2          119     32 80000033            0
 Network   192.168.2.1     1.1.1.1          296     32 80000033            0
 Network   192.168.2.5     1.1.1.1          494     32 80000033            0
 Network   192.168.2.9     1.1.1.2           56     32 80000033            0
 Network   192.168.2.13    1.1.1.2           49     32 80000033            0
