
OSPF Process 1 with Router ID 2.1.2.1
Link State Database

Area: 0.0.0.2
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    2.1.1.1         2.1.1.1         1555     84 80000036            1
 Router    2.1.1.2         2.1.1.2          228     84 80000037            1
 Router    2.1.2.1         2.1.2.1          325     60 80000035            1
 Router    2.1.2.2         2.1.2.2         1580     60 80000034            1
 Router    2.1.5.1         2.1.5.1         1659     84 80000036            1
 Router    2.1.5.2         2.1.5.2         1583     60 80000034            1
 Network   182.158.1.1     2.1.1.1          684     32 80000033            0
 Network   182.158.1.6     2.1.5.2          346     32 80000033            0
 Network   182.158.1.9     2.1.1.2          570     32 80000033            0
 Network   182.158.1.14    2.1.5.2          217     32 80000033            0
 Network   182.158.2.2     2.1.2.1          380     32 80000033            0
 Network   182.158.2.6     2.1.2.2          356     32 80000033            0
 Network   182.158.2.10    2.1.2.1         1695     32 80000032            0
 Network   182.158.2.14    2.1.2.2          263     32 80000033            0
