CPU utilization statistics at 2026-06-04 08:34:55 946 ms
System CPU Using Percentage :  13%
CPU utilization for five seconds: 13%, one minute: 12%, five minutes: 12%.
Max CPU Usage :                14%
Max CPU Usage Stat. Time : 2026-06-04 08:30:37 644 ms
State: Non-overload
Overload threshold:  90%, Overload clear threshold:  75%, Duration:  480s
---------------------------
ServiceName  UseRate
---------------------------
SYSTEM           13%
AAA               0%
ARP               0%
CMF               0%
DEVICE            0%
EUM               0%
FEA               0%
FEC               0%
FIBRESM           0%
IFM               0%
IP STACK          0%
LLDP              0%
LOCAL PKT         0%
MSTP              0%
ND                0%
OAM               0%
PNP               0%
RGM               0%
RM                0%
SLA               0%
SMLK              0%
SVRO              0%
TNLM              0%
TUNNEL            0%
VLAN              0%
---------------------------
CPU Usage Details
----------------------------------------------------------------
CPU     Current  FiveSec   OneMin  FiveMin  Max MaxTime         
----------------------------------------------------------------
cpu0        91%      91%      87%      81%  90% 2026-06-04 08:34:37
cpu1        28%      28%      26%      26%  38% 2026-06-04 06:19:27
cpu2         6%       6%       5%       5%  96% 2026-06-04 05:51:06
cpu3         6%       6%       6%       5%  97% 2026-06-04 03:12:17
cpu4         6%       6%       4%       5%  96% 2026-06-04 02:05:17
cpu5         5%       5%       6%       6%  96% 2026-06-04 05:37:17
cpu6         6%       6%       4%       5%  96% 2026-06-04 06:40:07
cpu7         6%       6%       5%       5%  96% 2026-06-04 02:22:57
cpu8         6%       6%       5%       5%  99% 2026-06-04 03:53:07
cpu9         6%       6%       6%       6%  97% 2026-06-04 03:25:57
cpu10        5%       5%       4%       5%  97% 2026-06-04 02:44:17
cpu11        7%       7%       5%       4%  95% 2026-06-04 02:08:17
cpu12        7%       7%       5%      10%  32% 2026-06-04 08:32:37
cpu13        6%       6%       6%       6%  96% 2026-06-04 04:48:27
cpu14        6%       6%       5%       5%  27% 2026-06-04 07:42:57
cpu15      100%     100%      99%     100%  99% 2026-06-04 02:11:17
cpu16        8%       7%       6%       5%  45% 2026-06-04 05:09:17
cpu17       11%      11%       8%       6%  95% 2026-06-04 05:10:47
cpu18        6%       6%       5%      15%  59% 2026-06-04 08:30:47
cpu19        6%       5%       4%       5%  96% 2026-06-04 03:55:27
cpu20        9%       9%       8%      11%  37% 2026-06-04 06:07:47
cpu21        9%       9%       8%       7%  99% 2026-06-04 02:05:17
cpu22       60%      56%      22%      11%  99% 2026-06-04 04:33:27
cpu23       14%      13%      46%      18%  99% 2026-06-04 02:33:47
cpu24       10%      10%       8%      18%  99% 2026-06-04 02:35:27
cpu25       10%      10%       8%       6%  99% 2026-06-04 03:41:17
cpu26       21%      26%      21%      10%  99% 2026-06-04 02:38:47
cpu27       32%      32%      23%      10%  99% 2026-06-04 02:23:07
cpu28       10%      10%       9%       7%  99% 2026-06-04 06:12:17
cpu29       12%      20%      62%      43%  99% 2026-06-04 03:00:37
cpu30        8%       8%       7%       5%  99% 2026-06-04 03:01:37
