
OSPF Process 1 with Router ID 10.1.254.2
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1        36     72 8000073e          100
 Router    10.1.254.2      10.1.254.2        34     60 80000768            1
 Router    10.1.254.3      10.1.254.3        12     84 8000113d        65500
 Router    10.1.254.4      10.1.254.4        36     96 80001388            1
 Router    10.1.254.6      10.1.254.6       757     84 800000db            1
 Sum-Net   10.1.10.0       10.1.254.1      1134     28 800000f3            1
 Sum-Net   10.1.10.0       10.1.254.2      1694     28 800000f3            1
 Sum-Net   10.1.10.254     10.1.254.1       283     28 800000f3            1
 Sum-Net   10.1.10.254     10.1.254.2        25     28 800022ae            2
 Sum-Net   10.1.20.0       10.1.254.1      1425     28 800000f3            1
 Sum-Net   10.1.20.0       10.1.254.2       207     28 800000f3            1
 Sum-Net   10.1.20.254     10.1.254.1      1345     28 800000f3            1
 Sum-Net   10.1.20.254     10.1.254.2         0     28 80001082            1
 Sum-Net   10.1.30.0       10.1.254.1      1115     28 800000f4            1
 Sum-Net   10.1.30.0       10.1.254.2      1595     28 800000f3            1
 Sum-Net   10.1.30.254     10.1.254.1        34     28 80001aee            2
 Sum-Net   10.1.30.254     10.1.254.2      1030     28 800000f3            1
 Sum-Net   10.1.40.0       10.1.254.1      1146     28 800000f3            1
 Sum-Net   10.1.40.0       10.1.254.2       208     28 800000f4            1
 Sum-Net   10.1.40.254     10.1.254.1        71     28 80001ab4            2
 Sum-Net   10.1.40.254     10.1.254.2        46     28 800000f3            1
 Sum-Net   10.1.50.0       10.1.254.3        38     28 80000594        65501
 Sum-Net   10.1.50.0       10.1.254.4        36     28 80000592            2
 Sum-Net   10.1.60.0       10.1.254.3        38     28 80000594        65501
 Sum-Net   10.1.60.0       10.1.254.4        36     28 80000592            2
 Sum-Net   10.1.110.0      10.1.254.1       711     28 800000f3            1
 Sum-Net   10.1.110.0      10.1.254.2      1557     28 800000f4            1
 Sum-Net   10.1.110.254    10.1.254.1       141     28 800000f4            1
 Sum-Net   10.1.110.254    10.1.254.2      1778     28 800000f3            2
 Sum-Net   10.1.120.0      10.1.254.1       184     28 800000f4            1
 Sum-Net   10.1.120.0      10.1.254.2       880     28 800000f3            1
 Sum-Net   10.1.120.254    10.1.254.1      1175     28 800000f4            1
 Sum-Net   10.1.120.254    10.1.254.2       466     28 800000f5            2
 Sum-Net   10.1.200.24     10.1.254.3        38     28 800005a6        65500
 Sum-Net   10.1.200.24     10.1.254.4        36     28 80000593            2
 Sum-Net   10.1.200.28     10.1.254.3        38     28 80000594        65501
 Sum-Net   10.1.200.28     10.1.254.4        36     28 800005ad            1

Area: 0.0.0.1
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1        21     96 80003164            1
 Router    10.1.254.2      10.1.254.2         0     96 800030e1            1
 Network   10.1.10.252     10.1.254.2      1118     32 800000f8            0
 Network   10.1.20.252     10.1.254.2      1580     32 800000f9            0
 Network   10.1.30.252     10.1.254.2      1032     32 800000fc            0
 Network   10.1.40.252     10.1.254.2      1028     32 800000fd            0
 Sum-Net   10.1.50.0       10.1.254.1        27     28 80000073            3
 Sum-Net   10.1.50.0       10.1.254.2        20     28 8000014a            3
 Sum-Net   10.1.60.0       10.1.254.1        27     28 80000075            3
 Sum-Net   10.1.60.0       10.1.254.2        20     28 80000148            3
 Sum-Net   10.1.110.0      10.1.254.1      1218     28 800000fe            1
 Sum-Net   10.1.110.0      10.1.254.2      1452     28 800000fb            1
 Sum-Net   10.1.110.254    10.1.254.1      1230     28 800000fe            1
 Sum-Net   10.1.110.254    10.1.254.2       705     28 800000fb            2
 Sum-Net   10.1.120.0      10.1.254.1       556     28 800000f9            1
 Sum-Net   10.1.120.0      10.1.254.2       732     28 800000fd            1
 Sum-Net   10.1.120.254    10.1.254.1      1158     28 800000f9            1
 Sum-Net   10.1.120.254    10.1.254.2       457     28 800000ff            2
 Sum-Net   10.1.200.0      10.1.254.1       849     28 800000fb          100
 Sum-Net   10.1.200.0      10.1.254.2        24     28 800001b3          102
