
OSPF Process 1 with Router ID 10.1.254.1
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1        20     60 8000073d          100
 Router    10.1.254.2      10.1.254.2        15     72 80000767            1
 Router    10.1.254.3      10.1.254.3       126     96 80001136            1
 Router    10.1.254.4      10.1.254.4        11     96 80001387        65500
 Router    10.1.254.6      10.1.254.6       721     84 800000db            1
 Sum-Net   10.1.10.0       10.1.254.1      1095     28 800000f3            1
 Sum-Net   10.1.10.0       10.1.254.2      1659     28 800000f3            1
 Sum-Net   10.1.10.254     10.1.254.1       245     28 800000f3            1
 Sum-Net   10.1.10.254     10.1.254.2        12     28 800022ac            2
 Sum-Net   10.1.20.0       10.1.254.1      1386     28 800000f3            1
 Sum-Net   10.1.20.0       10.1.254.2       172     28 800000f3            1
 Sum-Net   10.1.20.254     10.1.254.1      1306     28 800000f3            1
 Sum-Net   10.1.20.254     10.1.254.2        31     28 80001080            1
 Sum-Net   10.1.30.0       10.1.254.1      1076     28 800000f4            1
 Sum-Net   10.1.30.0       10.1.254.2      1560     28 800000f3            1
 Sum-Net   10.1.30.254     10.1.254.1         4     28 80001aec            2
 Sum-Net   10.1.30.254     10.1.254.2       995     28 800000f3            1
 Sum-Net   10.1.40.0       10.1.254.1      1107     28 800000f3            1
 Sum-Net   10.1.40.0       10.1.254.2       173     28 800000f4            1
 Sum-Net   10.1.40.254     10.1.254.1         1     28 80001ab5            1
 Sum-Net   10.1.40.254     10.1.254.2        11     28 800000f3            1
 Sum-Net   10.1.50.0       10.1.254.3       126     28 80000593            2
 Sum-Net   10.1.50.0       10.1.254.4       127     28 80000591        65501
 Sum-Net   10.1.60.0       10.1.254.3       126     28 80000593            2
 Sum-Net   10.1.60.0       10.1.254.4       127     28 80000591        65501
 Sum-Net   10.1.110.0      10.1.254.1       673     28 800000f3            1
 Sum-Net   10.1.110.0      10.1.254.2      1522     28 800000f4            1
 Sum-Net   10.1.110.254    10.1.254.1       103     28 800000f4            1
 Sum-Net   10.1.110.254    10.1.254.2      1743     28 800000f3            2
 Sum-Net   10.1.120.0      10.1.254.1       145     28 800000f4            1
 Sum-Net   10.1.120.0      10.1.254.2       845     28 800000f3            1
 Sum-Net   10.1.120.254    10.1.254.1      1136     28 800000f4            1
 Sum-Net   10.1.120.254    10.1.254.2       431     28 800000f5            2
 Sum-Net   10.1.200.24     10.1.254.3       126     28 800005a5            1
 Sum-Net   10.1.200.24     10.1.254.4       127     28 80000592        65501
 Sum-Net   10.1.200.28     10.1.254.3       126     28 80000593            2
 Sum-Net   10.1.200.28     10.1.254.4       127     28 800005ac        65500

Area: 0.0.0.1
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1         1    108 8000315d            1
 Router    10.1.254.2      10.1.254.2        15     96 800030dd            1
 Network   10.1.10.252     10.1.254.2      1082     32 800000f8            0
 Network   10.1.20.252     10.1.254.2      1544     32 800000f9            0
 Network   10.1.30.252     10.1.254.2       996     32 800000fc            0
 Network   10.1.40.252     10.1.254.2       992     32 800000fd            0
 Sum-Net   10.1.50.0       10.1.254.1       198     28 80000070          102
 Sum-Net   10.1.50.0       10.1.254.2       156     28 80000147            3
 Sum-Net   10.1.60.0       10.1.254.1       124     28 80000072          102
 Sum-Net   10.1.60.0       10.1.254.2       131     28 80000145            3
 Sum-Net   10.1.110.0      10.1.254.1      1180     28 800000fe            1
 Sum-Net   10.1.110.0      10.1.254.2      1416     28 800000fb            1
 Sum-Net   10.1.110.254    10.1.254.1      1192     28 800000fe            1
 Sum-Net   10.1.110.254    10.1.254.2       669     28 800000fb            2
 Sum-Net   10.1.120.0      10.1.254.1       519     28 800000f9            1
 Sum-Net   10.1.120.0      10.1.254.2       695     28 800000fd            1
 Sum-Net   10.1.120.254    10.1.254.1      1120     28 800000f9            1
 Sum-Net   10.1.120.254    10.1.254.2       421     28 800000ff            2
 Sum-Net   10.1.200.0      10.1.254.1       811     28 800000fb          100
 Sum-Net   10.1.200.0      10.1.254.2       136     28 800001b0            2
 Sum-Net   10.1.200.4      10.1.254.1      1661     28 80000100            1
 Sum-Net   10.1.200.4      10.1.254.2       146     28 8000019c            3
 Sum-Net   10.1.200.8      10.1.254.1       181     28 8000006f          101
 Sum-Net   10.1.200.8      10.1.254.2       362     28 800000ff            1
 Sum-Net   10.1.200.12     10.1.254.1       215     28 8000006c          102
 Sum-Net   10.1.200.12     10.1.254.2       621     28 800000ff            1
 Sum-Net   10.1.200.16     10.1.254.1       195     28 80000056          101
 Sum-Net   10.1.200.16     10.1.254.2       145     28 80000153            2
 Sum-Net   10.1.200.20     10.1.254.1        87     28 80000056          102
 Sum-Net   10.1.200.20     10.1.254.2       128     28 8000015f            3
 Sum-Net   10.1.200.24     10.1.254.1       192     28 80000071          101
 Sum-Net   10.1.200.24     10.1.254.2        52     28 800001b3            2
 Sum-Net   10.1.200.28     10.1.254.1       121     28 8000006f          102
 Sum-Net   10.1.200.28     10.1.254.2       146     28 800001b1            3
 Sum-Net   10.1.254.6      10.1.254.1       187     28 80000056          102
 Sum-Net   10.1.254.6      10.1.254.2       127     28 800000db            3
 Sum-Asbr  10.1.254.6      10.1.254.1       138     28 80000056          101
 Sum-Asbr  10.1.254.6      10.1.254.2       115     28 800000db            2

Area: 0.0.0.2
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1       841     72 800000f8            1
 Router    10.1.254.2      10.1.254.2       581     48 800000fb            1
 Network   10.1.110.252    10.1.254.2      1700     32 800000f3            0
 Network   10.1.120.252    10.1.254.2      1351     32 800000f3            0
 Sum-Net   10.1.10.0       10.1.254.1      1524     28 800000f3            1
 Sum-Net   10.1.10.0       10.1.254.2       716     28 800000f3            1
 Sum-Net   10.1.10.254     10.1.254.1      1628     28 800000f4            1
 Sum-Net   10.1.10.254     10.1.254.2        11     28 800022ae            2
 Sum-Net   10.1.20.0       10.1.254.1       765     28 800000f3            1
 Sum-Net   10.1.20.0       10.1.254.2       150     28 800000f4            1
 Sum-Net   10.1.20.254     10.1.254.1       161     28 800000f5            1
 Sum-Net   10.1.20.254     10.1.254.2        25     28 80001084            2
 Sum-Net   10.1.30.0       10.1.254.1      1397     28 800000f3            1
