
OSPF Process 1 with Router ID 10.1.254.2
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1      1011     72 80000026            1
 Router    10.1.254.2      10.1.254.2       731     72 80000026            1
 Router    10.1.254.3      10.1.254.3      1201     96 8000002d            1
 Router    10.1.254.4      10.1.254.4      1201     96 8000002c        65500
 Router    10.1.254.6      10.1.254.6       177     84 80000023            1
 Sum-Net   10.1.10.0       10.1.254.1       665     28 80000024            1
 Sum-Net   10.1.10.0       10.1.254.2       660     28 80000024            1
 Sum-Net   10.1.10.254     10.1.254.1      1002     28 80000024            1
 Sum-Net   10.1.10.254     10.1.254.2      1082     28 80000024            2
 Sum-Net   10.1.20.0       10.1.254.1       902     28 80000024            1
 Sum-Net   10.1.20.0       10.1.254.2       850     28 80000024            1
 Sum-Net   10.1.20.254     10.1.254.1       802     28 80000024            1
 Sum-Net   10.1.20.254     10.1.254.2      1103     28 80000024            2
 Sum-Net   10.1.30.0       10.1.254.1       709     28 80000024            1
 Sum-Net   10.1.30.0       10.1.254.2       842     28 80000024            1
 Sum-Net   10.1.30.254     10.1.254.1      1208     28 80000024            2
 Sum-Net   10.1.30.254     10.1.254.2       322     28 80000024            1
 Sum-Net   10.1.40.0       10.1.254.1       945     28 80000024            1
 Sum-Net   10.1.40.0       10.1.254.2       661     28 80000024            1
 Sum-Net   10.1.40.254     10.1.254.1      1855     28 80000023            2
 Sum-Net   10.1.40.254     10.1.254.2      1015     28 80000024            1
 Sum-Net   10.1.50.0       10.1.254.3      1201     28 80000025            2
 Sum-Net   10.1.50.0       10.1.254.4      1201     28 80000025        65501
 Sum-Net   10.1.60.0       10.1.254.3      1201     28 80000025            2
 Sum-Net   10.1.60.0       10.1.254.4      1201     28 80000025        65501
 Sum-Net   10.1.110.0      10.1.254.1       741     28 80000024            1
 Sum-Net   10.1.110.0      10.1.254.2      1186     28 80000024            1
 Sum-Net   10.1.110.254    10.1.254.1       707     28 80000024            1
 Sum-Net   10.1.110.254    10.1.254.2       980     28 80000024            2
 Sum-Net   10.1.120.0      10.1.254.1       797     28 80000024            1
 Sum-Net   10.1.120.0      10.1.254.2       862     28 80000024            1
 Sum-Net   10.1.120.254    10.1.254.1      1052     28 80000024            1
 Sum-Net   10.1.120.254    10.1.254.2       758     28 80000024            2
 Sum-Net   10.1.200.24     10.1.254.3      1201     28 80000026            1
 Sum-Net   10.1.200.24     10.1.254.4      1201     28 80000025        65501
 Sum-Net   10.1.200.28     10.1.254.3      1201     28 80000025            2
 Sum-Net   10.1.200.28     10.1.254.4      1201     28 80000025        65500

Area: 0.0.0.1
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1       660     96 8000002a            1
 Router    10.1.254.2      10.1.254.2       566     96 8000002d            1
 Network   10.1.10.252     10.1.254.2       793     32 80000024            0
 Network   10.1.20.252     10.1.254.2       806     32 80000024            0
 Network   10.1.30.252     10.1.254.2       592     32 80000024            0
 Network   10.1.40.252     10.1.254.2       225     32 80000024            0
 Sum-Net   10.1.50.0       10.1.254.1       492     28 80000025            3
 Sum-Net   10.1.50.0       10.1.254.2       760     28 80000025            3
 Sum-Net   10.1.60.0       10.1.254.1       756     28 80000025            3
 Sum-Net   10.1.60.0       10.1.254.2       629     28 80000025            3
 Sum-Net   10.1.110.0      10.1.254.1       907     28 80000024            1
 Sum-Net   10.1.110.0      10.1.254.2       839     28 80000024            1
 Sum-Net   10.1.110.254    10.1.254.1       713     28 80000024            1
