
OSPF Process 1 with Router ID 2.1.2.2
Link State Database

Area: 0.0.0.2
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    2.1.1.1         2.1.1.1         1774     84 80000011            1
 Router    2.1.1.2         2.1.1.2            5     84 80000012            1
 Router    2.1.2.1         2.1.2.1         1590     60 8000000f            1
 Router    2.1.2.2         2.1.2.2          150     60 80000010            1
 Router    2.1.5.1         2.1.5.1           81     84 80000012            1
 Router    2.1.5.2         2.1.5.2         1463     60 8000000f            1
 Network   182.158.1.2     2.1.5.1         1364     32 8000000d            0
 Network   182.158.1.5     2.1.1.1          159     32 8000000e            0
 Network   182.158.1.10    2.1.5.1          102     32 8000000e            0
 Network   182.158.1.13    2.1.1.2          185     32 8000000e            0
 Network   182.158.2.1     2.1.1.1         1749     32 8000000d            0
 Network   182.158.2.5     2.1.1.1          142     32 8000000e            0
 Network   182.158.2.9     2.1.1.2           60     32 8000000e            0
 Network   182.158.2.13    2.1.1.2         1713     32 8000000d            0
