
OSPF Process 1 with Router ID 10.1.254.2
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1      1847     72 80000029            1
 Router    10.1.254.2      10.1.254.2      1608     72 80000029            1
 Router    10.1.254.3      10.1.254.3       139     96 80000031            1
 Router    10.1.254.4      10.1.254.4       140     96 80000030        65500
 Router    10.1.254.6      10.1.254.6       308     84 80000026            1
 Sum-Net   10.1.10.0       10.1.254.1      1474     28 80000027            1
 Sum-Net   10.1.10.0       10.1.254.2      1443     28 80000027            1
 Sum-Net   10.1.10.254     10.1.254.1       218     28 80000028            1
 Sum-Net   10.1.10.254     10.1.254.2       159     28 80000028            2
 Sum-Net   10.1.20.0       10.1.254.1      1678     28 80000027            1
 Sum-Net   10.1.20.0       10.1.254.2      1569     28 80000027            1
 Sum-Net   10.1.20.254     10.1.254.1      1653     28 80000027            1
 Sum-Net   10.1.20.254     10.1.254.2       256     28 80000028            2
 Sum-Net   10.1.30.0       10.1.254.1      1578     28 80000027            1
 Sum-Net   10.1.30.0       10.1.254.2      1678     28 80000027            1
 Sum-Net   10.1.30.254     10.1.254.1       273     28 80000028            2
 Sum-Net   10.1.30.254     10.1.254.2      1150     28 80000027            1
 Sum-Net   10.1.40.0       10.1.254.1        91     28 80000028            1
 Sum-Net   10.1.40.0       10.1.254.2      1592     28 80000027            1
 Sum-Net   10.1.40.254     10.1.254.1       902     28 80000027            2
 Sum-Net   10.1.40.254     10.1.254.2       141     28 80000028            1
 Sum-Net   10.1.50.0       10.1.254.3       139     28 80000029            2
 Sum-Net   10.1.50.0       10.1.254.4       140     28 80000029        65501
 Sum-Net   10.1.60.0       10.1.254.3       139     28 80000029            2
 Sum-Net   10.1.60.0       10.1.254.4       140     28 80000029        65501
 Sum-Net   10.1.110.0      10.1.254.1      1413     28 80000027            1
 Sum-Net   10.1.110.0      10.1.254.2       423     28 80000028            1
 Sum-Net   10.1.110.254    10.1.254.1      1523     28 80000027            1
 Sum-Net   10.1.110.254    10.1.254.2       101     28 80000028            2
 Sum-Net   10.1.120.0      10.1.254.1      1556     28 80000027            1
 Sum-Net   10.1.120.0      10.1.254.2        17     28 80000028            1
 Sum-Net   10.1.120.254    10.1.254.1        88     28 80000028            1
 Sum-Net   10.1.120.254    10.1.254.2      1671     28 80000027            2
 Sum-Net   10.1.200.24     10.1.254.3       139     28 8000002a            1
 Sum-Net   10.1.200.24     10.1.254.4       140     28 80000029        65501
