
OSPF Process 1 with Router ID 10.1.254.1
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1       762     72 80000032            1
 Router    10.1.254.2      10.1.254.2       752     72 80000032            1
 Router    10.1.254.3      10.1.254.3       748     96 80000039            1
 Router    10.1.254.4      10.1.254.4       748     96 80000038        65500
 Router    10.1.254.6      10.1.254.6      1224     84 8000002d            1
 Sum-Net   10.1.10.0       10.1.254.1       661     28 80000030            1
 Sum-Net   10.1.10.0       10.1.254.2       694     28 80000030            1
 Sum-Net   10.1.10.254     10.1.254.1       852     28 80000031            2
 Sum-Net   10.1.10.254     10.1.254.2       828     28 80000031            1
 Sum-Net   10.1.20.0       10.1.254.1       615     28 80000030            1
 Sum-Net   10.1.20.0       10.1.254.2       610     28 80000030            1
 Sum-Net   10.1.20.254     10.1.254.1       809     28 80000030            2
 Sum-Net   10.1.20.254     10.1.254.2       670     28 80000031            1
 Sum-Net   10.1.30.0       10.1.254.1       642     28 80000030            1
 Sum-Net   10.1.30.0       10.1.254.2       807     28 80000030            1
 Sum-Net   10.1.30.254     10.1.254.1       250     28 80000031            1
 Sum-Net   10.1.30.254     10.1.254.2       327     28 80000030            2
 Sum-Net   10.1.40.0       10.1.254.1       881     28 80000030            1
 Sum-Net   10.1.40.0       10.1.254.2       615     28 80000030            1
 Sum-Net   10.1.40.254     10.1.254.1       410     28 80000030            1
 Sum-Net   10.1.40.254     10.1.254.2       228     28 80000031            2
 Sum-Net   10.1.50.0       10.1.254.3       748     28 80000031            2
 Sum-Net   10.1.50.0       10.1.254.4       748     28 80000031        65501
 Sum-Net   10.1.60.0       10.1.254.3       748     28 80000031            2
 Sum-Net   10.1.60.0       10.1.254.4       748     28 80000031        65501
 Sum-Net   10.1.110.0      10.1.254.1       471     28 80000030            1
 Sum-Net   10.1.110.0      10.1.254.2      1184     28 80000030            1
 Sum-Net   10.1.110.254    10.1.254.1       686     28 80000030            2
 Sum-Net   10.1.110.254    10.1.254.2       906     28 80000031            1
 Sum-Net   10.1.120.0      10.1.254.1       746     28 80000030            1
 Sum-Net   10.1.120.0      10.1.254.2       887     28 80000030            1
 Sum-Net   10.1.120.254    10.1.254.1       947     28 80000031            2
 Sum-Net   10.1.120.254    10.1.254.2       817     28 80000031            1
 Sum-Net   10.1.200.24     10.1.254.3       748     28 80000032            1
 Sum-Net   10.1.200.24     10.1.254.4       748     28 80000031        65501
 Sum-Net   10.1.200.28     10.1.254.3       748     28 80000031            2
 Sum-Net   10.1.200.28     10.1.254.4       748     28 80000031        65500

Area: 0.0.0.1
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1       250     96 80000039            1
 Router    10.1.254.2      10.1.254.2       388     96 8000003c            1
 Network   10.1.10.252     10.1.254.2       579     32 80000030            0
 Network   10.1.20.252     10.1.254.2       730     32 80000030            0
 Network   10.1.30.252     10.1.254.2       564     32 80000030            0
 Network   10.1.40.252     10.1.254.2       327     32 80000030            0
 Sum-Net   10.1.50.0       10.1.254.1       535     28 80000031            3
 Sum-Net   10.1.50.0       10.1.254.2       920     28 80000031            3
 Sum-Net   10.1.60.0       10.1.254.1       720     28 80000031            3
 Sum-Net   10.1.60.0       10.1.254.2       446     28 80000031            3
 Sum-Net   10.1.110.0      10.1.254.1       740     28 80000030            1
 Sum-Net   10.1.110.0      10.1.254.2      1036     28 80000030            1
 Sum-Net   10.1.110.254    10.1.254.1       699     28 80000031            2
 Sum-Net   10.1.110.254    10.1.254.2       756     28 80000030            1
 Sum-Net   10.1.120.0      10.1.254.1       917     28 80000030            1
 Sum-Net   10.1.120.0      10.1.254.2       618     28 80000030            1
 Sum-Net   10.1.120.254    10.1.254.1       926     28 80000031            2
 Sum-Net   10.1.120.254    10.1.254.2       863     28 80000031            1
 Sum-Net   10.1.200.0      10.1.254.1       962     28 80000030            1
 Sum-Net   10.1.200.0      10.1.254.2       777     28 80000034            2
 Sum-Net   10.1.200.4      10.1.254.1       839     28 80000030            1
 Sum-Net   10.1.200.4      10.1.254.2       698     28 80000034            3
 Sum-Net   10.1.200.8      10.1.254.1       169     28 80000034            2
 Sum-Net   10.1.200.8      10.1.254.2       834     28 80000030            1
 Sum-Net   10.1.200.12     10.1.254.1      1046     28 80000034            3
 Sum-Net   10.1.200.12     10.1.254.2      1105     28 80000030            1
 Sum-Net   10.1.200.16     10.1.254.1       132     28 80000032            2
 Sum-Net   10.1.200.16     10.1.254.2       740     28 80000032            2
 Sum-Net   10.1.200.20     10.1.254.1       284     28 80000032            3
 Sum-Net   10.1.200.20     10.1.254.2       310     28 80000032            3
 Sum-Net   10.1.200.24     10.1.254.1       660     28 80000034            2
 Sum-Net   10.1.200.24     10.1.254.2       740     28 80000034            2
 Sum-Net   10.1.200.28     10.1.254.1       782     28 80000033            3
 Sum-Net   10.1.200.28     10.1.254.2       366     28 80000033            3
 Sum-Net   10.1.254.6      10.1.254.1       291     28 80000031            3
 Sum-Net   10.1.254.6      10.1.254.2       602     28 80000031            3
 Sum-Asbr  10.1.254.6      10.1.254.1      1296     28 80000031            2
 Sum-Asbr  10.1.254.6      10.1.254.2       498     28 80000031            2

Area: 0.0.0.2
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1       877     48 80000036            1
 Router    10.1.254.2      10.1.254.2       790     72 80000036            1
 Network   10.1.110.252    10.1.254.2       836     32 80000030            0
 Network   10.1.120.252    10.1.254.2       439     32 80000030            0
 Sum-Net   10.1.10.0       10.1.254.1       554     28 80000030            1
 Sum-Net   10.1.10.0       10.1.254.2       726     28 80000030            1
 Sum-Net   10.1.10.254     10.1.254.1       786     28 80000032            2
 Sum-Net   10.1.10.254     10.1.254.2       727     28 80000031            1
 Sum-Net   10.1.20.0       10.1.254.1       737     28 80000030            1
 Sum-Net   10.1.20.0       10.1.254.2      1216     28 80000030            1
 Sum-Net   10.1.20.254     10.1.254.1       884     28 80000032            2
 Sum-Net   10.1.20.254     10.1.254.2       925     28 80000031            1
 Sum-Net   10.1.30.0       10.1.254.1       771     28 80000030            1
 Sum-Net   10.1.30.0       10.1.254.2       148     28 80000030            1
