2026-06-16 05:53:16.700

	 OSPF Process 1 with Router ID 10.1.254.4
		 Link State Database

		         Area: 0.0.0.0
 Type      LinkState ID    AdvRouter          Age  Len   Sequence   Metric
 Router    10.1.254.3      10.1.254.3        1192  96    8000002D       1
 Router    10.1.254.2      10.1.254.2         722  72    80000026       1
 Router    10.1.254.1      10.1.254.1        1000  72    80000026       1
 Router    10.1.254.6      10.1.254.6         166  84    80000023       1
 Router    10.1.254.4      10.1.254.4        1189  96    8000002C    65500
 Sum-Net   10.1.200.28     10.1.254.4        1189  28    80000025    65500
 Sum-Net   10.1.200.28     10.1.254.3        1192  28    80000025       2
 Sum-Net   10.1.200.24     10.1.254.4        1189  28    80000025    65501
 Sum-Net   10.1.200.24     10.1.254.3        1192  28    80000026       1
 Sum-Net   10.1.10.0       10.1.254.1         654  28    80000024       1
 Sum-Net   10.1.10.0       10.1.254.2         651  28    80000024       1
 Sum-Net   10.1.10.254     10.1.254.1         991  28    80000024       1
 Sum-Net   10.1.10.254     10.1.254.2        1073  28    80000024       2
 Sum-Net   10.1.20.0       10.1.254.1         891  28    80000024       1
 Sum-Net   10.1.20.0       10.1.254.2         841  28    80000024       1
 Sum-Net   10.1.20.254     10.1.254.1         791  28    80000024       1
 Sum-Net   10.1.20.254     10.1.254.2        1094  28    80000024       2
 Sum-Net   10.1.60.0       10.1.254.4        1189  28    80000025    65501
 Sum-Net   10.1.60.0       10.1.254.3        1192  28    80000025       2
 Sum-Net   10.1.110.0      10.1.254.1         730  28    80000024       1
 Sum-Net   10.1.110.0      10.1.254.2        1177  28    80000024       1
 Sum-Net   10.1.110.254    10.1.254.1         696  28    80000024       1
 Sum-Net   10.1.110.254    10.1.254.2         971  28    80000024       2
 Sum-Net   10.1.120.0      10.1.254.1         786  28    80000024       1
 Sum-Net   10.1.120.0      10.1.254.2         853  28    80000024       1
 Sum-Net   10.1.120.254    10.1.254.1        1041  28    80000024       1
 Sum-Net   10.1.120.254    10.1.254.2         749  28    80000024       2
 Sum-Net   10.1.30.0       10.1.254.1         698  28    80000024       1
 Sum-Net   10.1.30.0       10.1.254.2         833  28    80000024       1
 Sum-Net   10.1.30.254     10.1.254.1        1197  28    80000024       2
 Sum-Net   10.1.30.254     10.1.254.2         313  28    80000024       1
 Sum-Net   10.1.50.0       10.1.254.4        1189  28    80000025    65501
 Sum-Net   10.1.50.0       10.1.254.3        1192  28    80000025       2
 Sum-Net   10.1.40.0       10.1.254.1         934  28    80000024       1
 Sum-Net   10.1.40.0       10.1.254.2         652  28    80000024       1
 Sum-Net   10.1.40.254     10.1.254.1        1843  28    80000023       2
 Sum-Net   10.1.40.254     10.1.254.2        1006  28    80000024       1

		         Area: 0.0.0.3
 Type      LinkState ID    AdvRouter          Age  Len   Sequence   Metric
 Router    10.1.254.3      10.1.254.3        1191  48    80000029       1
 Router    10.1.254.5      10.1.254.5         254  96    80000027       1
 Router    10.1.254.4      10.1.254.4        1189  48    80000028    65500
 Sum-Net   10.1.254.6      10.1.254.3        1191  28    80000024       2
 Sum-Net   10.1.254.6      10.1.254.4        1189  28    80000024    65501
 Sum-Net   10.1.200.12     10.1.254.4        1189  28    80000025    65500
 Sum-Net   10.1.200.12     10.1.254.3        1191  28    80000025       2
 Sum-Net   10.1.200.8      10.1.254.4        1189  28    80000025    65501
 Sum-Net   10.1.200.8      10.1.254.3        1191  28    80000026       1
 Sum-Net   10.1.200.4      10.1.254.4        1189  28    80000025    65500
 Sum-Net   10.1.200.4      10.1.254.3        1191  28    80000026       2
 Sum-Net   10.1.200.0      10.1.254.4        1189  28    80000025    65501
 Sum-Net   10.1.200.0      10.1.254.3        1191  28    80000026       1
 Sum-Net   10.1.200.20     10.1.254.4        1189  28    80000025    65500
 Sum-Net   10.1.200.20     10.1.254.3        1191  28    80000025       2
 Sum-Net   10.1.200.16     10.1.254.3        1191  28    80000024       1
 Sum-Net   10.1.200.16     10.1.254.4        1189  28    80000025    65501
 Sum-Net   10.1.10.0       10.1.254.4        1189  28    80000025    65501
 Sum-Net   10.1.10.0       10.1.254.3        1191  28    80000025       2
 Sum-Net   10.1.10.254     10.1.254.4        1189  28    80000025    65501
 Sum-Net   10.1.10.254     10.1.254.3        1191  28    80000026       2
 Sum-Net   10.1.20.0       10.1.254.4        1189  28    80000025    65501
 Sum-Net   10.1.20.0       10.1.254.3        1191  28    80000025       2
 Sum-Net   10.1.20.254     10.1.254.4        1189  28    80000025    65501
 Sum-Net   10.1.20.254     10.1.254.3        1191  28    80000026       2
 Sum-Net   10.1.110.0      10.1.254.4        1189  28    80000025    65501
 Sum-Net   10.1.110.0      10.1.254.3        1191  28    80000025       2
 Sum-Net   10.1.110.254    10.1.254.4        1189  28    80000025    65501
 Sum-Net   10.1.110.254    10.1.254.3        1191  28    80000026       2
 Sum-Net   10.1.120.0      10.1.254.4        1189  28    80000025    65501
 Sum-Net   10.1.120.0      10.1.254.3        1191  28    80000025       2
 Sum-Net   10.1.120.254    10.1.254.4        1189  28    80000025    65501
 Sum-Net   10.1.120.254    10.1.254.3        1191  28    80000026       2
 Sum-Net   10.1.30.0       10.1.254.4        1189  28    80000025    65501
 Sum-Net   10.1.30.0       10.1.254.3        1191  28    80000025       2
 Sum-Net   10.1.30.254     10.1.254.4        1189  28    80000025    65501
 Sum-Net   10.1.30.254     10.1.254.3        1191  28    80000025       2
 Sum-Net   10.1.40.0       10.1.254.4        1189  28    80000025    65501
 Sum-Net   10.1.40.0       10.1.254.3        1191  28    80000025       2
 Sum-Net   10.1.40.254     10.1.254.4        1189  28    80000025    65501
 Sum-Net   10.1.40.254     10.1.254.3        1191  28    80000025       2
 Sum-Asbr  10.1.254.6      10.1.254.3        1191  28    80000024       1
 Sum-Asbr  10.1.254.6      10.1.254.4        1189  28    80000024    65500


		 AS External Database
 Type      LinkState ID    AdvRouter          Age  Len   Sequence   Metric
 External  0.0.0.0         10.1.254.6         166  36    80000020       1
 External  10.3.10.0       10.1.254.6         166  36    80000020       1
 External  10.3.20.0       10.1.254.6         166  36    80000020       1
 External  10.3.30.0       10.1.254.6         166  36    80000020       1
 External  10.2.10.0       10.1.254.6         166  36    80000020       1
 External  10.2.20.0       10.1.254.6         166  36    80000020       1
 External  10.2.30.0       10.1.254.6         166  36    80000020       1
