
OSPF Process 1 with Router ID 10.1.254.1
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1      1100     72 80000028            1
 Router    10.1.254.2      10.1.254.2       856     72 80000028            1
 Router    10.1.254.3      10.1.254.3      1233     96 8000002f            1
 Router    10.1.254.4      10.1.254.4      1233     96 8000002e        65500
 Router    10.1.254.6      10.1.254.6      1784     84 80000024            1
 Sum-Net   10.1.10.0       10.1.254.1       684     28 80000026            1
 Sum-Net   10.1.10.0       10.1.254.2       666     28 80000026            1
 Sum-Net   10.1.10.254     10.1.254.1      1191     28 80000026            1
 Sum-Net   10.1.10.254     10.1.254.2      1213     28 80000026            2
 Sum-Net   10.1.20.0       10.1.254.1       965     28 80000026            1
 Sum-Net   10.1.20.0       10.1.254.2       798     28 80000026            1
 Sum-Net   10.1.20.254     10.1.254.1       914     28 80000026            1
 Sum-Net   10.1.20.254     10.1.254.2      1267     28 80000026            2
 Sum-Net   10.1.30.0       10.1.254.1       841     28 80000026            1
 Sum-Net   10.1.30.0       10.1.254.2       957     28 80000026            1
 Sum-Net   10.1.30.254     10.1.254.1      1310     28 80000026            2
 Sum-Net   10.1.30.254     10.1.254.2       426     28 80000026            1
 Sum-Net   10.1.40.0       10.1.254.1      1049     28 80000026            1
 Sum-Net   10.1.40.0       10.1.254.2       878     28 80000026            1
 Sum-Net   10.1.40.254     10.1.254.1       184     28 80000026            2
 Sum-Net   10.1.40.254     10.1.254.2      1140     28 80000026            1
 Sum-Net   10.1.50.0       10.1.254.3      1233     28 80000027            2
 Sum-Net   10.1.50.0       10.1.254.4      1233     28 80000027        65501
 Sum-Net   10.1.60.0       10.1.254.3      1233     28 80000027            2
 Sum-Net   10.1.60.0       10.1.254.4      1233     28 80000027        65501
 Sum-Net   10.1.110.0      10.1.254.1       708     28 80000026            1
 Sum-Net   10.1.110.0      10.1.254.2      1384     28 80000026            1
 Sum-Net   10.1.110.254    10.1.254.1       826     28 80000026            1
 Sum-Net   10.1.110.254    10.1.254.2      1146     28 80000026            2
 Sum-Net   10.1.120.0      10.1.254.1       811     28 80000026            1
 Sum-Net   10.1.120.0      10.1.254.2       981     28 80000026            1
 Sum-Net   10.1.120.254    10.1.254.1      1091     28 80000026            1
 Sum-Net   10.1.120.254    10.1.254.2       924     28 80000026            2
 Sum-Net   10.1.200.24     10.1.254.3      1233     28 80000028            1
 Sum-Net   10.1.200.24     10.1.254.4      1233     28 80000027        65501
 Sum-Net   10.1.200.28     10.1.254.3      1233     28 80000027            2
 Sum-Net   10.1.200.28     10.1.254.4      1233     28 80000027        65500

Area: 0.0.0.1
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1       774     96 8000002c            1
 Router    10.1.254.2      10.1.254.2       684     96 8000002f            1
 Network   10.1.10.252     10.1.254.2       871     32 80000026            0
 Network   10.1.20.252     10.1.254.2       835     32 80000026            0
 Network   10.1.30.252     10.1.254.2       700     32 80000026            0
 Network   10.1.40.252     10.1.254.2       346     32 80000026            0
 Sum-Net   10.1.50.0       10.1.254.1       615     28 80000027            3
