
OSPF Process 1 with Router ID 10.1.254.2
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1        83     60 8000066d          100
 Router    10.1.254.2      10.1.254.2        28     60 800006ae            1
 Router    10.1.254.3      10.1.254.3         3     96 80000f75        65500
 Router    10.1.254.4      10.1.254.4        37     84 8000114b            1
 Router    10.1.254.6      10.1.254.6       639     84 800000d6            1
 Sum-Net   10.1.10.0       10.1.254.1      1498     28 800000ed            1
 Sum-Net   10.1.10.0       10.1.254.2       252     28 800000ee            1
 Sum-Net   10.1.10.254     10.1.254.1       660     28 800000ed            1
 Sum-Net   10.1.10.254     10.1.254.2         1     28 80001f3d            2
 Sum-Net   10.1.20.0       10.1.254.1      1741     28 800000ed            1
 Sum-Net   10.1.20.0       10.1.254.2       723     28 800000ed            1
 Sum-Net   10.1.20.254     10.1.254.1      1628     28 800000ed            1
 Sum-Net   10.1.20.254     10.1.254.2        26     28 80000f69            2
 Sum-Net   10.1.30.0       10.1.254.1      1408     28 800000ee            1
 Sum-Net   10.1.30.0       10.1.254.2       248     28 800000ee            1
 Sum-Net   10.1.30.254     10.1.254.1         6     28 800016fe            2
 Sum-Net   10.1.30.254     10.1.254.2      1473     28 800000ed            1
 Sum-Net   10.1.40.0       10.1.254.1      1573     28 800000ed            1
 Sum-Net   10.1.40.0       10.1.254.2       562     28 800000ee            1
 Sum-Net   10.1.40.254     10.1.254.1         7     28 8000171c            1
 Sum-Net   10.1.40.254     10.1.254.2       357     28 800000ed            1
 Sum-Net   10.1.50.0       10.1.254.3        39     28 8000050b        65501
 Sum-Net   10.1.50.0       10.1.254.4        37     28 80000509            2
 Sum-Net   10.1.60.0       10.1.254.3        39     28 8000050b        65501
 Sum-Net   10.1.60.0       10.1.254.4        37     28 80000509            2
 Sum-Net   10.1.110.0      10.1.254.1      1232     28 800000ed            1
 Sum-Net   10.1.110.0      10.1.254.2       207     28 800000ef            1
 Sum-Net   10.1.110.254    10.1.254.1       490     28 800000ee            1
 Sum-Net   10.1.110.254    10.1.254.2       371     28 800000ee            2
 Sum-Net   10.1.120.0      10.1.254.1       487     28 800000ee            1
 Sum-Net   10.1.120.0      10.1.254.2      1297     28 800000ed            1
 Sum-Net   10.1.120.254    10.1.254.1      1547     28 800000ee            1
 Sum-Net   10.1.120.254    10.1.254.2       801     28 800000ef            2
 Sum-Net   10.1.200.24     10.1.254.3        39     28 8000051b        65500
 Sum-Net   10.1.200.24     10.1.254.4        37     28 8000050a            2
 Sum-Net   10.1.200.28     10.1.254.3        39     28 8000050b        65501
 Sum-Net   10.1.200.28     10.1.254.4        37     28 80000522            1

Area: 0.0.0.1
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1         6    108 80002aa6            1
 Router    10.1.254.2      10.1.254.2         1     96 80002c1d            1
 Network   10.1.10.252     10.1.254.2      1532     32 800000f2            0
 Network   10.1.20.252     10.1.254.2       134     32 800000f4            0
 Network   10.1.30.252     10.1.254.2      1395     32 800000f6            0
 Network   10.1.40.252     10.1.254.2      1433     32 800000f7            0
 Sum-Net   10.1.50.0       10.1.254.1         1     28 80000062            3
 Sum-Net   10.1.50.0       10.1.254.2        10     28 800000b1            3
 Sum-Net   10.1.60.0       10.1.254.1         1     28 80000063            3
 Sum-Net   10.1.60.0       10.1.254.2        10     28 800000b2            3
 Sum-Net   10.1.110.0      10.1.254.1      1545     28 800000f8            1
 Sum-Net   10.1.110.0      10.1.254.2       116     28 800000f6            1
 Sum-Net   10.1.110.254    10.1.254.1      1465     28 800000f8            1
 Sum-Net   10.1.110.254    10.1.254.2      1202     28 800000f5            2
 Sum-Net   10.1.120.0      10.1.254.1      1130     28 800000f3            1
 Sum-Net   10.1.120.0      10.1.254.2       999     28 800000f7            1
 Sum-Net   10.1.120.254    10.1.254.1      1508     28 800000f3            1
 Sum-Net   10.1.120.254    10.1.254.2       793     28 800000f9            2
 Sum-Net   10.1.200.0      10.1.254.1      1271     28 800000f5          100
 Sum-Net   10.1.200.0      10.1.254.2        36     28 800000de        65503
 Sum-Net   10.1.200.4      10.1.254.1       480     28 800000f9            1
 Sum-Net   10.1.200.4      10.1.254.2        15     28 800000d7            2
 Sum-Net   10.1.200.8      10.1.254.1         1     28 80000058            3
 Sum-Net   10.1.200.8      10.1.254.2       794     28 800000f9            1
 Sum-Net   10.1.200.12     10.1.254.1         1     28 80000064            2
 Sum-Net   10.1.200.12     10.1.254.2       883     28 800000f9            1
 Sum-Net   10.1.200.16     10.1.254.1         1     28 8000004d            3
 Sum-Net   10.1.200.16     10.1.254.2        15     28 800000b2            3
 Sum-Net   10.1.200.20     10.1.254.1         1     28 8000004d            2
 Sum-Net   10.1.200.20     10.1.254.2        15     28 800000b8            2
 Sum-Net   10.1.200.24     10.1.254.1         1     28 80000064            3
 Sum-Net   10.1.200.24     10.1.254.2        10     28 800000e6            3
 Sum-Net   10.1.200.28     10.1.254.1         1     28 80000068            2
 Sum-Net   10.1.200.28     10.1.254.2        10     28 800000e6            2
 Sum-Net   10.1.254.6      10.1.254.1         1     28 8000004d            3
 Sum-Net   10.1.254.6      10.1.254.2        15     28 80000071            3
 Sum-Asbr  10.1.254.6      10.1.254.1         1     28 8000004d            2
 Sum-Asbr  10.1.254.6      10.1.254.2        15     28 80000071            2

Area: 0.0.0.2
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1      1198     72 800000f2            1
 Router    10.1.254.2      10.1.254.2       895     48 800000f5            1
 Network   10.1.110.252    10.1.254.2       249     32 800000ee            0
 Network   10.1.120.252    10.1.254.2      1698     32 800000ed            0
 Sum-Net   10.1.10.0       10.1.254.1        60     28 800000ee            1
 Sum-Net   10.1.10.0       10.1.254.2      1160     28 800000ed            1
 Sum-Net   10.1.10.254     10.1.254.1       171     28 800000ef            1
