2026-06-16 06:54:29.040

	 OSPF Process 1 with Router ID 10.1.254.4
		 Link State Database

		         Area: 0.0.0.0
 Type      LinkState ID    AdvRouter          Age  Len   Sequence   Metric
 Router    10.1.254.3      10.1.254.3        1264  96    8000002F       1
 Router    10.1.254.2      10.1.254.2         885  72    80000028       1
 Router    10.1.254.1      10.1.254.1        1132  72    80000028       1
 Router    10.1.254.6      10.1.254.6        1813  84    80000024       1
 Router    10.1.254.4      10.1.254.4        1263  96    8000002E    65500
 Sum-Net   10.1.200.28     10.1.254.4        1263  28    80000027    65500
 Sum-Net   10.1.200.28     10.1.254.3        1264  28    80000027       2
 Sum-Net   10.1.200.24     10.1.254.4        1263  28    80000027    65501
 Sum-Net   10.1.200.24     10.1.254.3        1264  28    80000028       1
 Sum-Net   10.1.10.0       10.1.254.1         716  28    80000026       1
 Sum-Net   10.1.10.0       10.1.254.2         695  28    80000026       1
 Sum-Net   10.1.10.254     10.1.254.1        1223  28    80000026       1
 Sum-Net   10.1.10.254     10.1.254.2        1242  28    80000026       2
 Sum-Net   10.1.20.0       10.1.254.1         997  28    80000026       1
 Sum-Net   10.1.20.0       10.1.254.2         827  28    80000026       1
 Sum-Net   10.1.20.254     10.1.254.1         946  28    80000026       1
 Sum-Net   10.1.20.254     10.1.254.2        1297  28    80000026       2
 Sum-Net   10.1.60.0       10.1.254.4        1263  28    80000027    65501
 Sum-Net   10.1.60.0       10.1.254.3        1264  28    80000027       2
 Sum-Net   10.1.110.0      10.1.254.1         740  28    80000026       1
 Sum-Net   10.1.110.0      10.1.254.2        1413  28    80000026       1
 Sum-Net   10.1.110.254    10.1.254.1         858  28    80000026       1
 Sum-Net   10.1.110.254    10.1.254.2        1175  28    80000026       2
 Sum-Net   10.1.120.0      10.1.254.1         843  28    80000026       1
 Sum-Net   10.1.120.0      10.1.254.2        1010  28    80000026       1
 Sum-Net   10.1.120.254    10.1.254.1        1123  28    80000026       1
 Sum-Net   10.1.120.254    10.1.254.2         953  28    80000026       2
 Sum-Net   10.1.30.0       10.1.254.1         873  28    80000026       1
 Sum-Net   10.1.30.0       10.1.254.2         986  28    80000026       1
 Sum-Net   10.1.30.254     10.1.254.1        1342  28    80000026       2
 Sum-Net   10.1.30.254     10.1.254.2         455  28    80000026       1
 Sum-Net   10.1.50.0       10.1.254.4        1263  28    80000027    65501
 Sum-Net   10.1.50.0       10.1.254.3        1264  28    80000027       2
 Sum-Net   10.1.40.0       10.1.254.1        1081  28    80000026       1
 Sum-Net   10.1.40.0       10.1.254.2         907  28    80000026       1
 Sum-Net   10.1.40.254     10.1.254.1         215  28    80000026       2
 Sum-Net   10.1.40.254     10.1.254.2        1170  28    80000026       1

		         Area: 0.0.0.3
 Type      LinkState ID    AdvRouter          Age  Len   Sequence   Metric
 Router    10.1.254.3      10.1.254.3        1265  48    8000002B       1
 Router    10.1.254.5      10.1.254.5         290  96    80000029       1
 Router    10.1.254.4      10.1.254.4        1263  48    8000002A    65500
 Sum-Net   10.1.254.6      10.1.254.3        1265  28    80000026       2
 Sum-Net   10.1.254.6      10.1.254.4        1263  28    80000026    65501
 Sum-Net   10.1.200.12     10.1.254.4        1263  28    80000027    65500
 Sum-Net   10.1.200.12     10.1.254.3        1265  28    80000027       2
 Sum-Net   10.1.200.8      10.1.254.4        1263  28    80000027    65501
 Sum-Net   10.1.200.8      10.1.254.3        1265  28    80000028       1
 Sum-Net   10.1.200.4      10.1.254.4        1263  28    80000027    65500
 Sum-Net   10.1.200.4      10.1.254.3        1265  28    80000028       2
 Sum-Net   10.1.200.0      10.1.254.4        1263  28    80000027    65501
 Sum-Net   10.1.200.0      10.1.254.3        1265  28    80000028       1
 Sum-Net   10.1.200.20     10.1.254.4        1263  28    80000027    65500
 Sum-Net   10.1.200.20     10.1.254.3        1265  28    80000027       2
 Sum-Net   10.1.200.16     10.1.254.3        1265  28    80000026       1
 Sum-Net   10.1.200.16     10.1.254.4        1263  28    80000027    65501
 Sum-Net   10.1.10.0       10.1.254.4        1263  28    80000027    65501
 Sum-Net   10.1.10.0       10.1.254.3        1265  28    80000027       2
 Sum-Net   10.1.10.254     10.1.254.4        1263  28    80000027    65501
 Sum-Net   10.1.10.254     10.1.254.3        1265  28    80000028       2
 Sum-Net   10.1.20.0       10.1.254.4        1263  28    80000027    65501
 Sum-Net   10.1.20.0       10.1.254.3        1265  28    80000027       2
 Sum-Net   10.1.20.254     10.1.254.4        1263  28    80000027    65501
 Sum-Net   10.1.20.254     10.1.254.3        1265  28    80000028       2
 Sum-Net   10.1.110.0      10.1.254.4        1263  28    80000027    65501
 Sum-Net   10.1.110.0      10.1.254.3        1265  28    80000027       2
 Sum-Net   10.1.110.254    10.1.254.4        1263  28    80000027    65501
 Sum-Net   10.1.110.254    10.1.254.3        1265  28    80000028       2
 Sum-Net   10.1.120.0      10.1.254.4        1263  28    80000027    65501
 Sum-Net   10.1.120.0      10.1.254.3        1265  28    80000027       2
 Sum-Net   10.1.120.254    10.1.254.4        1263  28    80000027    65501
 Sum-Net   10.1.120.254    10.1.254.3        1265  28    80000028       2
 Sum-Net   10.1.30.0       10.1.254.4        1263  28    80000027    65501
 Sum-Net   10.1.30.0       10.1.254.3        1265  28    80000027       2
 Sum-Net   10.1.30.254     10.1.254.4        1263  28    80000027    65501
 Sum-Net   10.1.30.254     10.1.254.3        1265  28    80000027       2
 Sum-Net   10.1.40.0       10.1.254.4        1263  28    80000027    65501
 Sum-Net   10.1.40.0       10.1.254.3        1265  28    80000027       2
 Sum-Net   10.1.40.254     10.1.254.4        1263  28    80000027    65501
 Sum-Net   10.1.40.254     10.1.254.3        1265  28    80000027       2
 Sum-Asbr  10.1.254.6      10.1.254.3        1265  28    80000026       1
 Sum-Asbr  10.1.254.6      10.1.254.4        1263  28    80000026    65500


		 AS External Database
 Type      LinkState ID    AdvRouter          Age  Len   Sequence   Metric
 External  0.0.0.0         10.1.254.6        1813  36    80000021       1
 External  10.3.10.0       10.1.254.6        1813  36    80000021       1
 External  10.3.20.0       10.1.254.6        1813  36    80000021       1
 External  10.3.30.0       10.1.254.6        1813  36    80000021       1
 External  10.2.10.0       10.1.254.6        1813  36    80000021       1
 External  10.2.20.0       10.1.254.6        1813  36    80000021       1
 External  10.2.30.0       10.1.254.6        1813  36    80000021       1
