
OSPF Process 1 with Router ID 1.1.2.1
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    1.1.1.1         1.1.1.1          109     84 80000037            1
 Router    1.1.1.2         1.1.1.2          159     84 80000037            1
 Router    1.1.2.1         1.1.2.1          206     60 80000035            1
 Router    1.1.2.2         1.1.2.2         1492     60 80000034            1
 Router    1.1.5.1         1.1.5.1          103     60 80000035            1
 Router    1.1.5.2         1.1.5.2          196     60 80000035            1
 Network   192.168.1.2     1.1.5.1          438     32 80000033            0
 Network   192.168.1.5     1.1.1.1         1118     32 80000032            0
 Network   192.168.1.10    1.1.5.1          138     32 80000033            0
 Network   192.168.1.13    1.1.1.2          129     32 80000033            0
 Network   192.168.2.1     1.1.1.1          306     32 80000033            0
 Network   192.168.2.5     1.1.1.1          504     32 80000033            0
 Network   192.168.2.9     1.1.1.2           66     32 80000033            0
 Network   192.168.2.13    1.1.1.2           59     32 80000033            0
