
OSPF Process 1 with Router ID 10.1.254.5
Link State Database

Area: 0.0.0.3
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.3      10.1.254.3        24     48 800004fa            1
 Router    10.1.254.4      10.1.254.4        24     48 80000501        65500
 Router    10.1.254.5      10.1.254.5       114     96 800000fb            1
 Sum-Net   10.1.10.0       10.1.254.3        17     28 80000051            2
 Sum-Net   10.1.10.0       10.1.254.4        17     28 80000052        65501
 Sum-Net   10.1.10.254     10.1.254.3        17     28 8000008d            2
 Sum-Net   10.1.10.254     10.1.254.4        17     28 80000090        65501
 Sum-Net   10.1.20.0       10.1.254.3        17     28 80000051            2
 Sum-Net   10.1.20.0       10.1.254.4        17     28 80000052        65501
 Sum-Net   10.1.20.254     10.1.254.3        17     28 8000007a            2
 Sum-Net   10.1.20.254     10.1.254.4        17     28 8000007f        65501
 Sum-Net   10.1.30.0       10.1.254.3        17     28 80000051            2
 Sum-Net   10.1.30.0       10.1.254.4        17     28 80000052        65501
 Sum-Net   10.1.30.254     10.1.254.3        17     28 80000083            3
 Sum-Net   10.1.30.254     10.1.254.4         2     28 8000007e        65501
 Sum-Net   10.1.40.0       10.1.254.3        17     28 80000051            2
 Sum-Net   10.1.40.0       10.1.254.4        17     28 80000052        65501
 Sum-Net   10.1.40.254     10.1.254.3        17     28 80000076            3
 Sum-Net   10.1.40.254     10.1.254.4        17     28 80000080        65502
 Sum-Net   10.1.110.0      10.1.254.3        17     28 80000051            2
 Sum-Net   10.1.110.0      10.1.254.4        17     28 80000052        65501
 Sum-Net   10.1.110.254    10.1.254.3        17     28 80000069            2
 Sum-Net   10.1.110.254    10.1.254.4        17     28 8000006d        65501
 Sum-Net   10.1.120.0      10.1.254.3        17     28 80000051            2
 Sum-Net   10.1.120.0      10.1.254.4        17     28 80000052        65501
 Sum-Net   10.1.120.254    10.1.254.3        17     28 80000069            2
 Sum-Net   10.1.120.254    10.1.254.4        17     28 8000006d        65501
 Sum-Net   10.1.200.0      10.1.254.3        24     28 8000061a            1
 Sum-Net   10.1.200.0      10.1.254.4        17     28 800007dd        65502
 Sum-Net   10.1.200.4      10.1.254.3        17     28 80000705            2
 Sum-Net   10.1.200.4      10.1.254.4        24     28 800006c4        65500
 Sum-Net   10.1.200.8      10.1.254.3        24     28 80000218            1
 Sum-Net   10.1.200.8      10.1.254.4        17     28 800007bb        65502
 Sum-Net   10.1.200.12     10.1.254.3        17     28 8000017d        65502
 Sum-Net   10.1.200.12     10.1.254.4        23     28 80000517        65500
 Sum-Net   10.1.200.16     10.1.254.3        24     28 800004f6            1
 Sum-Net   10.1.200.16     10.1.254.4        17     28 800004e3        65501
 Sum-Net   10.1.200.20     10.1.254.3        17     28 800004e5            2
 Sum-Net   10.1.200.20     10.1.254.4        24     28 800004fb        65500
 Sum-Net   10.1.254.6      10.1.254.3        17     28 800004e5            2
 Sum-Net   10.1.254.6      10.1.254.4        17     28 800004e3        65501
 Sum-Asbr  10.1.254.6      10.1.254.3        17     28 800004e5            1
 Sum-Asbr  10.1.254.6      10.1.254.4        17     28 800004e3        65500

AS External Database
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 External  0.0.0.0         10.1.254.6      1179     36 800000d2            1
 External  10.2.10.0       10.1.254.6      1179     36 800000d2            1
 External  10.2.20.0       10.1.254.6      1179     36 800000d2            1
 External  10.2.30.0       10.1.254.6      1179     36 800000d2            1
 External  10.3.10.0       10.1.254.6      1179     36 800000d2            1
 External  10.3.20.0       10.1.254.6      1179     36 800000d2            1
 External  10.3.30.0       10.1.254.6      1179     36 800000d2            1
