CPU utilization statistics at 2026-06-16 03:06:28 600 ms
System CPU Using Percentage :  20%
CPU utilization for five seconds: 20%, one minute: 20%, five minutes: 19%.
Max CPU Usage :                26%
Max CPU Usage Stat. Time : 2026-06-16 01:32:26 822 ms
State: Non-overload
Overload threshold:  90%, Overload clear threshold:  75%, Duration:  480s
---------------------------
ServiceName  UseRate
---------------------------
SYSTEM           20%
AAA               0%
ARP               0%
CMF               0%
DEVICE            0%
EUM               0%
FEA               0%
FEC               0%
FIBRESM           0%
IFM               0%
IP STACK          0%
LLDP              0%
LOCAL PKT         0%
MSTP              0%
ND                0%
OAM               0%
OSPF              0%
PNP               0%
RGM               0%
RM                0%
SLA               0%
SMLK              0%
SVRO              0%
TNLM              0%
TUNNEL            0%
VLAN              0%
---------------------------
CPU Usage Details
----------------------------------------------------------------
CPU     Current  FiveSec   OneMin  FiveMin  Max MaxTime
----------------------------------------------------------------
cpu0       100%     100%     100%      99%  99% 2026-06-11 06:47:04
cpu1        26%      26%      25%      23%  99% 2026-06-13 13:26:58
cpu2        24%      24%      18%      14%  99% 2026-06-11 07:10:44
cpu3        16%      16%      14%      14%  99% 2026-06-11 06:49:44
cpu4        30%      30%      39%      22%  99% 2026-06-11 06:52:34
cpu5        15%      15%      13%      15%  99% 2026-06-11 07:23:44
cpu6        23%      23%      14%      20%  99% 2026-06-11 07:20:14
cpu7        12%      12%      12%      20%  99% 2026-06-11 19:22:35
cpu8        23%      23%      19%      17%  99% 2026-06-11 07:21:44
cpu9        12%      12%      22%      17%  99% 2026-06-11 07:01:44
cpu10       12%      12%      12%      13%  99% 2026-06-11 08:32:24
cpu11       10%      10%      12%      11%  99% 2026-06-11 12:19:25
cpu12       21%      21%      52%      21%  99% 2026-06-11 07:53:55
cpu13       13%      13%      13%      11%  99% 2026-06-11 11:55:56
cpu14       54%      54%      39%      37%  99% 2026-06-11 07:26:24
cpu15       12%      12%      13%      12%  99% 2026-06-11 07:01:54
cpu16       11%      11%      12%      11%  99% 2026-06-11 07:13:54
cpu17       25%      25%      21%      14%  99% 2026-06-11 06:47:24
cpu18       36%      36%      24%      14%  99% 2026-06-11 07:19:14
cpu19       11%      11%      12%      11%  99% 2026-06-11 08:23:54
cpu20       20%      20%      20%      14%  99% 2026-06-11 07:34:34
cpu21       21%      21%      18%      14%  99% 2026-06-11 06:57:34
cpu22       52%      52%      27%      24%  99% 2026-06-11 06:48:34
cpu23       19%      19%      19%      19%  99% 2026-06-11 07:07:44
cpu24       63%      63%      48%      28%  99% 2026-06-11 06:47:24
cpu25       18%      18%      22%      26%  99% 2026-06-11 06:57:54
cpu26        4%       4%      44%      30%  99% 2026-06-11 07:29:24
cpu27       19%      19%      19%      20%  99% 2026-06-11 07:11:04
cpu28       12%      12%      17%      17%  99% 2026-06-11 07:23:24
cpu29       18%      18%      19%      23%  99% 2026-06-11 08:27:34
cpu30       18%      18%      19%      22%  99% 2026-06-11 07:18:44
cpu31       17%      17%      18%      40%  99% 2026-06-11 06:46:14
cpu32       18%      18%      19%      26%  99% 2026-06-11 07:12:14
cpu33       18%      18%      19%      18%  99% 2026-06-11 06:49:34
cpu34       18%      18%      18%      37%  99% 2026-06-11 06:50:54
cpu35       18%      18%      19%      27%  99% 2026-06-11 07:00:14
cpu36       18%      18%      19%      18%  99% 2026-06-11 07:13:44
cpu37       18%      18%      19%      39%  99% 2026-06-11 06:47:24
cpu38       18%      18%      18%      36%  99% 2026-06-11 07:15:24
cpu39       19%      19%      19%      19%  99% 2026-06-11 07:39:44
cpu40        4%       4%       5%       4%  48% 2026-06-16 02:52:58
cpu41       14%      14%      14%      13%  99% 2026-06-11 07:07:34
cpu42       10%      10%      11%      11%  99% 2026-06-11 07:50:54
cpu43       12%      12%      12%      11%  99% 2026-06-11 06:48:14
cpu44       10%      10%       9%      10%  99% 2026-06-11 07:20:34
cpu45       13%      13%      13%      13%  31% 2026-06-14 00:49:39
cpu46       11%      11%      12%      14%  99% 2026-06-11 06:48:34
cpu47       11%      11%      12%      12%  36% 2026-06-11 22:53:35
cpu48       10%      10%      12%      18%  99% 2026-06-11 07:15:24
cpu49       11%      11%      11%      11%  99% 2026-06-11 07:16:54
cpu50       11%      11%      11%      11%  99% 2026-06-11 08:30:34
cpu51       11%      11%      11%      11%  99% 2026-06-11 21:11:05
cpu52       10%      10%       7%      10%  99% 2026-06-11 07:52:34
cpu53       12%      12%      11%      11%  99% 2026-06-11 07:37:54
cpu54        8%       8%       9%       9%  99% 2026-06-11 07:09:04
cpu55       11%      11%      11%      11%  99% 2026-06-11 07:12:34
cpu56       12%      12%      17%      15%  99% 2026-06-11 07:18:14
cpu57       13%      13%      13%      14%  99% 2026-06-11 06:57:24
